reviews,lemmas,lemmas,aspectCategory
You can even get packages of the chutneys to stock your fridge!,"['chutney', 'get', 'fridg', 'stock', 'packag', 'even']","['chutney', 'get', 'fridg', 'stock', 'packag', 'even']",food
The bar has various selections and the mixed drink special is a catcher! 2 for 1's.,"['bar', 'catcher', 'special', 'variou', 'select', 'mix', 'drink']","['bar', 'catcher', 'special', 'variou', 'select', 'mix', 'drink']",food
Slightly on the pricey side but worth it!,"['slightli', 'side', 'worth', 'pricey']","['slightli', 'side', 'worth', 'pricey']",price
"If it isn't for the food (A+++), it must be the service or the ambience.","['must', 'servic', 'food', 'ambienc']","['must', 'servic', 'food', 'ambienc']",food
"During the course of the past 3 months, the chef and staff changed and it was not for the better.","['chang', 'staff', 'past', 'better', 'cours', 'month', 'chef']","['chang', 'staff', 'past', 'better', 'cours', 'month', 'chef']",service
"I like the ambience, it's very dark and original.","['origin', 'like', 'dark', 'ambienc']","['origin', 'like', 'dark', 'ambienc']",ambience
Not the typical NYC gimmick theme restaurant.,"['typic', 'nyc', 'theme', 'gimmick', 'restaur']","['typic', 'nyc', 'theme', 'gimmick', 'restaur']",ambience
We were exploring Grand Central and didn't want to eat in the food court.,"['want', 'eat', 'central', 'food', 'explor', 'grand', 'court']","['want', 'eat', 'central', 'food', 'explor', 'grand', 'court']",anecdotes/miscellaneous
"Overall, not worth the money.","['money', 'overal', 'worth']","['money', 'overal', 'worth']",price
This place is not worth the prices.,"['worth', 'price', 'place']","['worth', 'price', 'place']",price
We left after one drink.,"['leav', 'one', 'drink']","['leav', 'one', 'drink']",anecdotes/miscellaneous
Everything that happened was not even up to mediocre.,"['everyth', 'even', 'mediocr', 'happen']","['everyth', 'even', 'mediocr', 'happen']",anecdotes/miscellaneous
Our last time there a few weeks ago was early at 5pm and it was very crowded and noisy.,"['earli', 'noisi', 'time', 'last', 'crowd', 'ago', 'week', 'pm']","['earli', 'noisi', 'time', 'last', 'crowd', 'ago', 'week', 'pm']",ambience
Pick a bagel has the best bagels in the city.,"['best', 'citi', 'pick', 'bagel']","['best', 'citi', 'pick', 'bagel']",food
"You are paying for the atmosphere, which is nice, but can be had in numerous places in Bay Ridge.","['ridg', 'place', 'numer', 'bay', 'pay', 'atmospher', 'nice']","['ridg', 'place', 'numer', 'bay', 'pay', 'atmospher', 'nice']",ambience
It's called Gnochi alla nona and is found under Chef Specials.,"['gnochi', 'alla', 'special', 'call', 'nona', 'chef', 'find']","['gnochi', 'alla', 'special', 'call', 'nona', 'chef', 'find']",food
It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,"['countri', 'ny', 'outdoor', 'place', 'rival', 'itali', 'nicest', 'see', 'one', 'ever', 'restaur']","['countri', 'ny', 'outdoor', 'place', 'rival', 'itali', 'nicest', 'see', 'one', 'ever', 'restaur']",ambience
Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,"['ye', 'area', 'bar', 'take', 'seat', 'small', 'wait']","['ye', 'area', 'bar', 'take', 'seat', 'small', 'wait']",ambience
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.","['flavor', 'could', 'eat', 'take', 'dish', 'time', 'two', 'food', 'spice', 'last', 'soo', 'bare', 'spici', 'order', 'away']","['flavor', 'could', 'eat', 'take', 'dish', 'time', 'two', 'food', 'spice', 'last', 'soo', 'bare', 'spici', 'order', 'away']",food
The fried dumplings are GREAT!,"['great', 'fri', 'dumpl']","['great', 'fri', 'dumpl']",food
This place has the best Chinese style BBQ ribs in the city.,"['rib', 'citi', 'place', 'best', 'chines', 'bbq', 'style']","['rib', 'citi', 'place', 'best', 'chines', 'bbq', 'style']",food
Ive been here so many times the waiters know my name.,"['ive', 'name', 'time', 'mani', 'waiter', 'know']","['ive', 'name', 'time', 'mani', 'waiter', 'know']",anecdotes/miscellaneous
The decor is very simple but comfortable.,"['decor', 'comfort', 'simpl']","['decor', 'comfort', 'simpl']",ambience
I've been frequenting The Tasting Room since it first arrived in the East Village and I've never been disappointed.,"['room', 'villag', 'frequent', 'tast', 'first', 'east', 'disappoint', 'sinc', 'never', 'arriv']","['room', 'villag', 'frequent', 'tast', 'first', 'east', 'disappoint', 'sinc', 'never', 'arriv']",anecdotes/miscellaneous
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.","['grab', 'pizza', 'goat', 'two', 'larg', 'figur', 'special', 'share', 'blue', 'never', 'lunch', 'excel', 'argentinian', 'pelligrino', 'chees', 'one']","['grab', 'pizza', 'goat', 'two', 'larg', 'figur', 'special', 'share', 'blue', 'never', 'lunch', 'excel', 'argentinian', 'pelligrino', 'chees', 'one']",food
Heartland Brewery is a great way to start or finish your day.,"['breweri', 'way', 'day', 'finish', 'heartland', 'start', 'great']","['breweri', 'way', 'day', 'finish', 'heartland', 'start', 'great']",anecdotes/miscellaneous
The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,"['time', 'kamasutra', 'cosmopolitan', 'excel', 'tipsi', 'bombay']","['time', 'kamasutra', 'cosmopolitan', 'excel', 'tipsi', 'bombay']",food
This is the perfect date spot for Williamsburg couples.,"['williamsburg', 'date', 'perfect', 'coupl', 'spot']","['williamsburg', 'date', 'perfect', 'coupl', 'spot']",anecdotes/miscellaneous
The dim sum here is only so-so.,"['sum', 'dim']","['sum', 'dim']",food
"It was raining, and we figured why not?","['rain', 'figur']","['rain', 'figur']",anecdotes/miscellaneous
"$6 and there is much tasty food, all of it fresh and continually refilled.","['much', 'tasti', 'refil', 'food', 'fresh', 'continu']","['much', 'tasti', 'refil', 'food', 'fresh', 'continu']",food
"Just straight up cheap, good food.","['straight', 'food', 'good', 'cheap']","['straight', 'food', 'good', 'cheap']",food
Another welcome addition to the neighborhood.,"['neighborhood', 'welcom', 'anoth', 'addit']","['neighborhood', 'welcom', 'anoth', 'addit']",anecdotes/miscellaneous
Seating is ok even though sometimes there's alot of people.,"['peopl', 'alot', 'sometim', 'though', 'seat', 'ok', 'even']","['peopl', 'alot', 'sometim', 'though', 'seat', 'ok', 'even']",ambience
"This time, I prefer not to go into detail.","['detail', 'time', 'go', 'prefer']","['detail', 'time', 'go', 'prefer']",anecdotes/miscellaneous
"Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.","['cost', 'inexpens', 'averag', 'rel', 'wine', 'fare', 'better', 'roof', 'call', 'botl', 'even']","['cost', 'inexpens', 'averag', 'rel', 'wine', 'fare', 'better', 'roof', 'call', 'botl', 'even']",price
"Service was slow, but the people were friendly.","['friendli', 'servic', 'slow', 'peopl']","['friendli', 'servic', 'slow', 'peopl']",service
Steamed fresh so brought hot hot hot to your table.,"['hot', 'bring', 'tabl', 'fresh', 'steam']","['hot', 'bring', 'tabl', 'fresh', 'steam']",food
The steak was very fatty and the sauce was overpowering and not very tasty.,"['sauc', 'tasti', 'overpow', 'steak', 'fatti']","['sauc', 'tasti', 'overpow', 'steak', 'fatti']",food
My only problem is that you are literally sitting on top of the people next to you!,"['next', 'peopl', 'top', 'problem', 'sit', 'liter']","['next', 'peopl', 'top', 'problem', 'sit', 'liter']",ambience
And affordable.,['afford'],['afford'],price
"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!","['feel', 'make', 'staff', 'food', 'home', 'atmospher', 'wonder', 'great']","['feel', 'make', 'staff', 'food', 'home', 'atmospher', 'wonder', 'great']",food
i actually feel like i should keep it a secret.,"['feel', 'secret', 'actual', 'keep', 'like']","['feel', 'secret', 'actual', 'keep', 'like']",anecdotes/miscellaneous
The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,"['alright', 'dish', 'dri', 'food', 'tend', 'like', 'steak', 'good', 'stuff']","['alright', 'dish', 'dri', 'food', 'tend', 'like', 'steak', 'good', 'stuff']",food
"Not only would I not recommend Jimmy's restaurants to friends, I would strongly suggest they go anywhere but.","['would', 'recommend', 'friend', 'strongli', 'go', 'anywher', 'suggest', 'jimmi', 'restaur']","['would', 'recommend', 'friend', 'strongli', 'go', 'anywher', 'suggest', 'jimmi', 'restaur']",anecdotes/miscellaneous
They have a very diverse menu so its something for everybody.,"['divers', 'someth', 'menu', 'everybodi']","['divers', 'someth', 'menu', 'everybodi']",food
Haru on Park S is simply disgusting.,"['simpli', 'disgust', 'park', 'haru']","['simpli', 'disgust', 'park', 'haru']",anecdotes/miscellaneous
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,"['busi', 'bar', 'eat', 'staff', 'lay', 'check', 'sushi', 'bring', 'dinner', 'order', 'even']","['busi', 'bar', 'eat', 'staff', 'lay', 'check', 'sushi', 'bring', 'dinner', 'order', 'even']",service
"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.","['night', 'citi', 'spot', 'best', 'time', 'mamoun', 'food', 'long', 'figur', 'late', 'patron', 'alway', 'find']","['night', 'citi', 'spot', 'best', 'time', 'mamoun', 'food', 'long', 'figur', 'late', 'patron', 'alway', 'find']",anecdotes/miscellaneous
I drop more dollar bills here than your uncle after a weekend at Scores.,"['uncl', 'dollar', 'bill', 'score', 'drop', 'weekend']","['uncl', 'dollar', 'bill', 'score', 'drop', 'weekend']",anecdotes/miscellaneous
The bagel was huge.,"['huge', 'bagel']","['huge', 'bagel']",food
Go there to relax and feel like your somewhere else.,"['relax', 'feel', 'like', 'go', 'els', 'somewher']","['relax', 'feel', 'like', 'go', 'els', 'somewher']",anecdotes/miscellaneous
Get the tuna of gari.,"['get', 'gari', 'tuna']","['get', 'gari', 'tuna']",food
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.","['dhosa', 'kinda', 'dissapoint', 'chai', 'like', 'somosa', 'dhal', 'chole']","['dhosa', 'kinda', 'dissapoint', 'chai', 'like', 'somosa', 'dhal', 'chole']",food
It was a very nice surprise.,"['nice', 'surpris']","['nice', 'surpris']",anecdotes/miscellaneous
Edible but really a ripoff at those prices given whats in the area.,"['area', 'ripoff', 'price', 'give', 'edibl', 'what', 'realli']","['area', 'ripoff', 'price', 'give', 'edibl', 'what', 'realli']",food
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.","['stress', 'bathroom', 'staff', 'seem', 'clean', 'unisex', 'often', 'need', 'nice', 'realli']","['stress', 'bathroom', 'staff', 'seem', 'clean', 'unisex', 'often', 'need', 'nice', 'realli']",service
I am French and I really felt like home!!!,"['french', 'felt', 'like', 'home', 'realli']","['french', 'felt', 'like', 'home', 'realli']",anecdotes/miscellaneous
I have been to Casimir over 5 times and I have always had a great time there.,"['time', 'alway', 'casimir', 'great']","['time', 'alway', 'casimir', 'great']",anecdotes/miscellaneous
The service was the only thing good about this restaurant.,"['thing', 'servic', 'good', 'restaur']","['thing', 'servic', 'good', 'restaur']",service
"It's usually packed for good reason, esp.","['reason', 'esp', 'usual', 'pack', 'good']","['reason', 'esp', 'usual', 'pack', 'good']",anecdotes/miscellaneous
Service- friendly and attentive.,"['attent', 'friendli', 'servic']","['attent', 'friendli', 'servic']",service
I love going there!,"['go', 'love']","['go', 'love']",anecdotes/miscellaneous
I cannot recommend OG more highly if I tried - check it out for yourself.,"['check', 'cannot', 'recommend', 'og', 'tri', 'highli']","['check', 'cannot', 'recommend', 'og', 'tri', 'highli']",anecdotes/miscellaneous
"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.","['next', 'york', 'eat', 'place', 'head', 'first', 'new', 'trip', 'last', 'stop', 'town']","['next', 'york', 'eat', 'place', 'head', 'first', 'new', 'trip', 'last', 'stop', 'town']",anecdotes/miscellaneous
Service was very prompt but slightly rushed.,"['prompt', 'slightli', 'servic', 'rush']","['prompt', 'slightli', 'servic', 'rush']",service
"Great food, great decor, great service.","['decor', 'servic', 'food', 'great']","['decor', 'servic', 'food', 'great']",food
"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.","['next', 'slightli', 'space', 'larger', 'atlhough', 'tabl', 'awkardli', 'seat', 'leav', 'open', 'us', 'ask']","['next', 'slightli', 'space', 'larger', 'atlhough', 'tabl', 'awkardli', 'seat', 'leav', 'open', 'us', 'ask']",service
"The palak paneer was standard, and I was not a fan of the malai kofta.","['malai', 'palak', 'kofta', 'paneer', 'standard', 'fan']","['malai', 'palak', 'kofta', 'paneer', 'standard', 'fan']",food
I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,"['alain', 'din', 'ducass', 'price', 'carlo', 'experi', 'half', 'excel', 'mont', 'restaur']","['alain', 'din', 'ducass', 'price', 'carlo', 'experi', 'half', 'excel', 'mont', 'restaur']",price
"Yeah, sometimes the service can be slow.","['sometim', 'servic', 'slow', 'yeah']","['sometim', 'servic', 'slow', 'yeah']",service
There was no ambiance.,['ambianc'],['ambianc'],ambience
"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.","['washington', 'wast', 'money', 'calori', 'best', 'instead', 'servic', 'food', 'go', 'street', 'save', 'amaz', 'margharita']","['washington', 'wast', 'money', 'calori', 'best', 'instead', 'servic', 'food', 'go', 'street', 'save', 'amaz', 'margharita']",anecdotes/miscellaneous
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,"['spring', 'roll', 'dish', 'cod', 'attent', 'servic', 'tri', 'without', 'tempura', 'overbear', 'wonder', 'pineappl']","['spring', 'roll', 'dish', 'cod', 'attent', 'servic', 'tri', 'without', 'tempura', 'overbear', 'wonder', 'pineappl']",food
But trust me it is so worth it.,"['trust', 'worth']","['trust', 'worth']",anecdotes/miscellaneous
It is not a place for tourists or someone who has never dined in Bay Ridge.,"['ridg', 'someon', 'place', 'tourist', 'din', 'bay', 'never']","['ridg', 'someon', 'place', 'tourist', 'din', 'bay', 'never']",anecdotes/miscellaneous
THe perfect spot.,"['spot', 'perfect']","['spot', 'perfect']",anecdotes/miscellaneous
"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.","['thing', 'would', 'weird', 'make', 'get', 'x', 'whatsoev', 'price', 'simpli', 'multipli', 'waitress', 'bottl', 'glass', 'sens']","['thing', 'would', 'weird', 'make', 'get', 'x', 'whatsoev', 'price', 'simpli', 'multipli', 'waitress', 'bottl', 'glass', 'sens']",price
"They sell special sushi, everything have a topping, sauce and etc.","['sauc', 'sell', 'sushi', 'top', 'special', 'everyth', 'etc']","['sauc', 'sell', 'sushi', 'top', 'special', 'everyth', 'etc']",food
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,"['tast', 'tri', 'hipster', 'rest', 'like', 'go', 'appar', 'sens', 'hang', 'unless']","['tast', 'tri', 'hipster', 'rest', 'like', 'go', 'appar', 'sens', 'hang', 'unless']",anecdotes/miscellaneous
They never came back to refill our glasses again.,"['come', 'back', 'refil', 'never', 'glass']","['come', 'back', 'refil', 'never', 'glass']",service
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.","['intim', 'feel', 'place', 'friend', 'date', 'servic', 'littl', 'special', 'excel', 'crowd', 'great', 'occass', 'small', 'romant', 'may']","['intim', 'feel', 'place', 'friend', 'date', 'servic', 'littl', 'special', 'excel', 'crowd', 'great', 'occass', 'small', 'romant', 'may']",service
The service was excellent and the food was delicious.,"['delici', 'servic', 'excel', 'food']","['delici', 'servic', 'excel', 'food']",food
Service was also very good.,"['also', 'servic', 'good']","['also', 'servic', 'good']",service
"I took my girlfriend there for her birthday last night and we had a relaxing, really good meal.","['relax', 'night', 'realli', 'take', 'last', 'meal', 'girlfriend', 'good', 'birthday']","['relax', 'night', 'realli', 'take', 'last', 'meal', 'girlfriend', 'good', 'birthday']",anecdotes/miscellaneous
"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!","['would', 'qualiti', 'enough', 'make', 'portion', 'disappoint', 'good']","['would', 'qualiti', 'enough', 'make', 'portion', 'disappoint', 'good']",food
"They're rude at times, and not very friendly.","['friendli', 'time', 'rude']","['friendli', 'time', 'rude']",service
I'm happy to have Nosh in the neighborhood and the food is very comforting.,"['neighborhood', 'comfort', 'happi', 'food', 'nosh']","['neighborhood', 'comfort', 'happi', 'food', 'nosh']",food
"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.","['code', 'strict', 'good', 'rel', 'except', 'combin', 'music', 'dress', 'atmospher', 'friday', 'hottest']","['code', 'strict', 'good', 'rel', 'except', 'combin', 'music', 'dress', 'atmospher', 'friday', 'hottest']",ambience
"They kindly brought us more to see if it was better, but it was not!","['bring', 'better', 'see', 'kindli', 'us']","['bring', 'better', 'see', 'kindli', 'us']",food
love the food.,"['love', 'food']","['love', 'food']",food
I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,"['warm', 'would', 'want', 'romant', 'recommend', 'candl', 'surround', 'pictur', 'heart', 'dinner', 'highli', 'fill', 'nina', 'anyon', 'famili']","['warm', 'would', 'want', 'romant', 'recommend', 'candl', 'surround', 'pictur', 'heart', 'dinner', 'highli', 'fill', 'nina', 'anyon', 'famili']",anecdotes/miscellaneous
All the desserts the group tried got favorable reviews.,"['review', 'dessert', 'favor', 'get', 'tri', 'group']","['review', 'dessert', 'favor', 'get', 'tri', 'group']",food
There's something smooth about sipping sake upper east side style.,"['smooth', 'east', 'upper', 'side', 'someth', 'sake', 'sip', 'style']","['smooth', 'east', 'upper', 'side', 'someth', 'sake', 'sip', 'style']",anecdotes/miscellaneous
It's a nice place to relax and have conversation.,"['relax', 'nice', 'convers', 'place']","['relax', 'nice', 'convers', 'place']",ambience
This place has got to be the best japanese restaurant in the new york area.,"['area', 'york', 'place', 'best', 'get', 'new', 'japanes', 'restaur']","['area', 'york', 'place', 'best', 'get', 'new', 'japanes', 'restaur']",anecdotes/miscellaneous
Best Reuben sandwich ever!,"['best', 'ever', 'sandwich', 'reuben']","['best', 'ever', 'sandwich', 'reuben']",food
Lucky Strike is a great casual place to just grab a bite to eat.,"['grab', 'bite', 'eat', 'place', 'strike', 'lucki', 'casual', 'great']","['grab', 'bite', 'eat', 'place', 'strike', 'lucki', 'casual', 'great']",food
Wonderful strawberry daiquiries as well!,"['strawberri', 'wonder', 'daiquiri', 'well']","['strawberri', 'wonder', 'daiquiri', 'well']",food
"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.","['aunt', 'cook', 'volar', 'favorit', 'italian', 'like', 'go', 'dinner', 'hous', 'assum', 'great']","['aunt', 'cook', 'volar', 'favorit', 'italian', 'like', 'go', 'dinner', 'hous', 'assum', 'great']",anecdotes/miscellaneous
"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).","['area', 'echo', 'acousitc', 'nice', 'alway', 'loud', 'averag', 'beyond', 'par', 'extrem', 'sit', 'sub', 'horrid', 'sushi', 'go', 'wait', 'kitchen', 'irrit', 'servic', 'everyth', 'atmospher', 'realli']","['area', 'echo', 'acousitc', 'nice', 'alway', 'loud', 'averag', 'beyond', 'par', 'extrem', 'sit', 'sub', 'horrid', 'sushi', 'go', 'wait', 'kitchen', 'irrit', 'servic', 'everyth', 'atmospher', 'realli']",food
I loved it and would go again.,"['would', 'go', 'love']","['would', 'go', 'love']",anecdotes/miscellaneous
Frites were delicious if a bit on the thick side.,"['frite', 'bite', 'side', 'thick', 'delici']","['frite', 'bite', 'side', 'thick', 'delici']",food
SO SO SO SO SO good!,['good'],['good'],anecdotes/miscellaneous
"Alone for 100 bucks, it is really overprice.","['buck', 'overpric', 'alon', 'realli']","['buck', 'overpric', 'alon', 'realli']",price
"Out of the hundreds of Italian restaurants in Queens, this is among the best.","['hundr', 'best', 'queen', 'italian', 'among', 'restaur']","['hundr', 'best', 'queen', 'italian', 'among', 'restaur']",anecdotes/miscellaneous
Very good value,"['valu', 'good']","['valu', 'good']",anecdotes/miscellaneous
Here you get the zen feel without feeling rigid.,"['zen', 'feel', 'get', 'rigid', 'without']","['zen', 'feel', 'get', 'rigid', 'without']",ambience
I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,"['would', 'name', 'bar', 'get', 'recommend', 'first', 'though', 'time', 'put', 'wait', 'local', 'drink']","['would', 'name', 'bar', 'get', 'recommend', 'first', 'though', 'time', 'put', 'wait', 'local', 'drink']",anecdotes/miscellaneous
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,"['slice', 'noodl', 'dumpl', 'roast', 'beef', 'broth', 'fell', 'bbq', 'shrimp', 'love', 'egg', 'pork']","['slice', 'noodl', 'dumpl', 'roast', 'beef', 'broth', 'fell', 'bbq', 'shrimp', 'love', 'egg', 'pork']",food
I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,"['cross', 'hop', 'peopl', 'finger', 'conge', 'soup', 'tabl', 'rice', 'keep', 'subway', 'sit', 'share', 'whole', 'ride']","['cross', 'hop', 'peopl', 'finger', 'conge', 'soup', 'tabl', 'rice', 'keep', 'subway', 'sit', 'share', 'whole', 'ride']",anecdotes/miscellaneous
"Overall, the best bagel in town.","['best', 'town', 'overal', 'bagel']","['best', 'town', 'overal', 'bagel']",food
Everything a NY pizza joint should be.,"['pizza', 'joint', 'everyth', 'ny']","['pizza', 'joint', 'everyth', 'ny']",anecdotes/miscellaneous
"It was huge, delicious, fresh, and will be the reason we return.","['reason', 'return', 'fresh', 'huge', 'delici']","['reason', 'return', 'fresh', 'huge', 'delici']",food
We go often.,"['often', 'go']","['often', 'go']",anecdotes/miscellaneous
"Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.","['roll', 'refresh', 'place', 'light', 'summer', 'pari', 'vietnames', 'remind', 'fri']","['roll', 'refresh', 'place', 'light', 'summer', 'pari', 'vietnames', 'remind', 'fri']",food
The sushi seemed pretty fresh and was adequately proportioned.,"['sushi', 'proport', 'seem', 'fresh', 'pretti', 'adequ']","['sushi', 'proport', 'seem', 'fresh', 'pretti', 'adequ']",food
moral stay away.,"['moral', 'stay', 'away']","['moral', 'stay', 'away']",anecdotes/miscellaneous
but the service was a bit slow.,"['servic', 'bite', 'slow']","['servic', 'bite', 'slow']",service
Spreads and toppings are great - though a bit pricey.,"['bite', 'pricey', 'though', 'top', 'spread', 'great']","['bite', 'pricey', 'though', 'top', 'spread', 'great']",food
"When I saw that their website had a link to da Ciro in Napoli, I knew there was going to be good pizza!","['da', 'saw', 'pizza', 'ciro', 'websit', 'go', 'link', 'napoli', 'good', 'know']","['da', 'saw', 'pizza', 'ciro', 'websit', 'go', 'link', 'napoli', 'good', 'know']",anecdotes/miscellaneous
No one asked what was wrong as we left with nothing touched on our plates.,"['touch', 'plat', 'wrong', 'leav', 'ask', 'one', 'noth']","['touch', 'plat', 'wrong', 'leav', 'ask', 'one', 'noth']",service
Indoor was very cozy and cute.,"['cute', 'cozi', 'indoor']","['cute', 'cozi', 'indoor']",ambience
We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,"['brunch', 'unlimit', 'time', 'rush', 'hour', 'keep', 'mimosa', 'whole', 'flow', 'definit']","['brunch', 'unlimit', 'time', 'rush', 'hour', 'keep', 'mimosa', 'whole', 'flow', 'definit']",service
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,"['terribl', 'think', 'charg', 'get', 'servic', 'food', 'price', 'actual', 'high', 'away']","['terribl', 'think', 'charg', 'get', 'servic', 'food', 'price', 'actual', 'high', 'away']",food
They're terrific!!,['terrif'],['terrif'],anecdotes/miscellaneous
"The service was excellent, the food was excellent, but the entire experience was very cool.","['cool', 'servic', 'food', 'experi', 'excel', 'entir']","['cool', 'servic', 'food', 'experi', 'excel', 'entir']",food
The service is good and the resturant is clean.,"['restur', 'servic', 'clean', 'good']","['restur', 'servic', 'clean', 'good']",service
"Great spot, whether looking for a couple of drinks or quiet dinner.","['whether', 'coupl', 'quiet', 'dinner', 'spot', 'look', 'great', 'drink']","['whether', 'coupl', 'quiet', 'dinner', 'spot', 'look', 'great', 'drink']",ambience
Just stick with the small dishes!,"['dish', 'small', 'stick']","['dish', 'small', 'stick']",food
"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.","['outdoor', 'could', 'cafe', 'comfort', 'servic', 'chair', 'tabl', 'better', 'nice', 'realli']","['outdoor', 'could', 'cafe', 'comfort', 'servic', 'chair', 'tabl', 'better', 'nice', 'realli']",service
I've rarely had a problem with slow staff in the 10 years I've been going.,"['staff', 'problem', 'go', 'year', 'slow', 'rare']","['staff', 'problem', 'go', 'year', 'slow', 'rare']",service
Food is excellent.,"['food', 'excel']","['food', 'excel']",food
"This place is a literal hole-in-the-wall that is buried within Doyers, right off of Pell St (barber's alley) in Chinatown.","['buri', 'within', 'doyer', 'place', 'chinatown', 'hole', 'wall', 'right', 'pell', 'barber', 'liter', 'st', 'alley']","['buri', 'within', 'doyer', 'place', 'chinatown', 'hole', 'wall', 'right', 'pell', 'barber', 'liter', 'st', 'alley']",ambience
They outshine HH.,"['outshin', 'hh']","['outshin', 'hh']",anecdotes/miscellaneous
Although we were looking for regular lettuce and some walnuts the salads we got were great.,"['lettuc', 'regular', 'get', 'salad', 'although', 'look', 'great', 'walnut']","['lettuc', 'regular', 'get', 'salad', 'although', 'look', 'great', 'walnut']",food
Excellent lunch buffet for only $6.95.,"['lunch', 'excel', 'buffet']","['lunch', 'excel', 'buffet']",food
We were sorry to check them off our list as we had enjoyed and recommended the place in the past.,"['enjoy', 'check', 'place', 'recommend', 'past', 'list', 'sorri']","['enjoy', 'check', 'place', 'recommend', 'past', 'list', 'sorri']",anecdotes/miscellaneous
"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.","['accept', 'cuisin', 'plenti', 'card', 'credit', 'bring', 'sure', 'problem', 'cash', 'familiar', 'order', 'encount', 'may']","['accept', 'cuisin', 'plenti', 'card', 'credit', 'bring', 'sure', 'problem', 'cash', 'familiar', 'order', 'encount', 'may']",anecdotes/miscellaneous
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.","['around', 'reason', 'price', 'dinner', 'lunch', 'fill', 'delici']","['around', 'reason', 'price', 'dinner', 'lunch', 'fill', 'delici']",food
Problem is nothing at Prune is particularly memorable.,"['particularli', 'memor', 'prune', 'problem', 'noth']","['particularli', 'memor', 'prune', 'problem', 'noth']",anecdotes/miscellaneous
"Ambience is so cute and quaint, good for business although we were there on vacation.","['busi', 'vacat', 'although', 'cute', 'quaint', 'ambienc', 'good']","['busi', 'vacat', 'although', 'cute', 'quaint', 'ambienc', 'good']",ambience
"The portion sizes here are huge, and the sushi is good.","['sushi', 'portion', 'huge', 'size', 'good']","['sushi', 'portion', 'huge', 'size', 'good']",food
Just wish they'd expand.,"['wish', 'expand']","['wish', 'expand']",anecdotes/miscellaneous
My boyfriend ate tuna and it was cooked perfectly!,"['eat', 'cook', 'boyfriend', 'tuna', 'perfectli']","['eat', 'cook', 'boyfriend', 'tuna', 'perfectli']",food
"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.","['compris', 'think', 'tom', 'make', 'place', 'thai', 'soup', 'special', 'yum', 'pad', 'expect', 'menu']","['compris', 'think', 'tom', 'make', 'place', 'thai', 'soup', 'special', 'yum', 'pad', 'expect', 'menu']",food
"Good food at the restaurant (a bit expensive, but great if you want to impress your date).","['expens', 'want', 'bite', 'date', 'impress', 'food', 'great', 'good', 'restaur']","['expens', 'want', 'bite', 'date', 'impress', 'food', 'great', 'good', 'restaur']",food
