reviews,lemmas,ufeat,aspectCategory
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.","['line', 'pay', 'popular', 'thirti', 'guess', 'price', 'wait', 'place', 'thrill', 'minut']","[""n't was"", 'popular place', 'i was', 'i guess', 'you pay', ""that 's"", ""n't thrilled""]",anecdotes/miscellaneous
"great eats, good times.","['time', 'great', 'eat', 'good']","['good times', 'great eats']",anecdotes/miscellaneous
Make sure you try this place as often as you can.,"['often', 'make', 'place', 'sure', 'tri']","['you can', 'as often', 'you try', 'place try']",anecdotes/miscellaneous
"Grilled whole fish wonderful, great spicing.","['fish', 'wonder', 'spice', 'great', 'whole', 'grill']","['fish spicing', 'wonderful spicing', 'whole fish', 'grilled fish', 'grilled whole', 'great spicing']",food
"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.","['salvator', 'best', 'think', 'visit', 'year', 'neapolitan', 'first', 'tuscan', 'cuisin', 'fare', 'convert', 'hearti']","['tuscan cuisine', 'hearty fare', 'me converted', 'hearty neapolitan', 'i thought', 'first visit', 'cuisine was', 'salvatore converted', 'neapolitan fare']",food
"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!","['entre', 'complimentari', 'us', 'kitchen', 'saturday', 'night', 'send', 'owner', 'summer', 'busi', 'roll', 'hold', 'plu']","['', 'owner sent', 'complimentary summer', 'busy night', 'us hold', 'entrees held', 'rolls sent']",service
The service was great as well.,"['great', 'servic', 'well']","['as well', 'service was']",service
Try the lobster teriyaki and the rose special roll.,"['lobster', 'rise', 'teriyaki', 'tri', 'special', 'roll']","['special roll', 'rose roll', 'teriyaki try']",food
Another plus is most of the entrees are approx.,"['entre', 'approx', 'anoth', 'plu']","['plus is', 'most are']",anecdotes/miscellaneous
I will go back to Suan soon!,"['back', 'soon', 'go', 'suan']",['i go'],anecdotes/miscellaneous
Loved it!,['love'],['it loved'],anecdotes/miscellaneous
"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!","['plate', 'second', 'secret', 'atmospher', 'adopt', 'food', 'delici', 'relax']","['', 'now adopted', 'food was', 'atmosphere was', '347 adopted', 'we adopted']",food
We were pleasantly surprised.,"['pleasantli', 'surpris']","['we were', 'pleasantly surprised']",anecdotes/miscellaneous
From the moment we walked in they were more than accomodating even though the place was packed.,"['pack', 'accomod', 'even', 'place', 'walk', 'moment', 'though']","['we walked', '']",service
"It is LOUD, HOT and DARK.","['loud', 'dark', 'hot']",[''],ambience
"I found the food, service and value exceptional everytime I have been there.","['except', 'valu', 'servic', 'everytim', 'food', 'find']","['food exceptional', 'i been', 'value exceptional', 'exceptional everytime', 'i found']",food
We ate at this Thai place following the reviews but very unhappy with the foods.,"['thai', 'eat', 'review', 'unhappi', 'food', 'place', 'follow']","['', 'we ate', 'very unhappy']",anecdotes/miscellaneous
"The food is definitely good, but I left a bit disappointed.","['good', 'leav', 'bite', 'food', 'disappoint', 'definit']","['definitely good', 'bit disappointed', 'i left', 'food is']",food
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!","['still', 'girl', 'beer', 'lb', 'dinner', 'hungri', 'glass', 'place', 'prior', 'visit', 'wine']","['i am', 'i was', 'still hungry', 'lb girl', 'glass had']",anecdotes/miscellaneous
"The drinks are a saving grace, but service staff, please, get over yourselves.","['servic', 'grace', 'drink', 'pleas', 'get', 'save', 'staff']","['staff get', 'saving grace', 'drinks are']",food
It was wonderful.,['wonder'],['it was'],anecdotes/miscellaneous
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,"['guy', 'attitud', 'downsid', 'deliveri', 'major', 'order']","['guys have', 'you ordering', 'attitude have', 'major attitude']",service
Will give it another chance before I write it off.,"['chanc', 'anoth', 'give', 'write']","['it write', 'chance give', 'i write']",anecdotes/miscellaneous
The all-Italian staff is warm and engaging from the start.,"['italian', 'start', 'warm', 'engag', 'staff']","['all-italian staff', 'italian staff', 'staff is']",service
Village is one of those places that scores on all fronts.,"['front', 'villag', 'one', 'place', 'score']","['village is', 'that scores']",anecdotes/miscellaneous
The prices are exceptionally reasonable for food of this caliber.,"['except', 'calib', 'price', 'reason', 'food']","['', 'prices are']",price
If you go here - your focus should be the Tamarind Margaritas.,"['focu', 'go', 'margarita', 'tamarind']","['you go', 'focus be']",food
It is the best hidden spot there and I rave about it to everyone.,"['best', 'spot', 'rave', 'everyon', 'hide']","['it is', 'hidden spot', 'i rave', 'best hidden', 'best spot']",anecdotes/miscellaneous
The filet mignon dish was superb!,"['mignon', 'filet', 'superb', 'dish']","['dish was', 'was superb']",food
I had been a regular due to the consistently good food and ease of getting a table.,"['good', 'due', 'get', 'consist', 'tabl', 'food', 'regular', 'eas']","['', 'i been', 'consistently good', 'table getting', 'good food', 'due regular']",anecdotes/miscellaneous
Can't wait wait for my next visit.,"['visit', 'next', 'wait']","['next visit', 'wait wait', '']",anecdotes/miscellaneous
This place is the most Japanese it can ever get.,"['ever', 'japanes', 'place', 'get']","['place is', 'it get', 'ever get', 'most japanese']",ambience
"The food is good, I can't lie.","['lie', 'good', 'food']","['', 'food is', 'i lie']",food
"great food, lt's of it, more then one person can eat!","['person', 'eat', 'great', 'food', 'one', 'lt']","['lt eat', 'food eat', 'person eat', 'great food', 'more then']",food
"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.","['pastrami', 'schimmel', 'mom', 'expect', 'otherworldli', 'yonah', 'run', 'much', 'money', 'give', 'nosh', 'challah', 'soup', 'like', 'sandwich', 'knish']","['i did', 'i had', 'run give', 'as much', 'pastrami was', 'give yonah', 'soups are', 'nosh like', ""n't expect"", 'i expect', 'knishes give', 'nosh as']",food
"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.","['feel', 'establish', 'atmospher', 'sushi', 'special', 'like', 'tokyo', 'noth']","['sushi establishment', 'special nothing', 'is nothing', 'it feels', 'atmosphere is', 'nothing special']",ambience
Cozy romantic atomosphere with only around 15 tables at most.,"['atomospher', 'around', 'tabl', 'romant', 'cozi']","['romantic atomosphere', 'cozy romantic']",ambience
This place is worth going even if only for their beer.,"['beer', 'worth', 'even', 'place', 'go']",[''],food
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,"['risotto', 'realli', 'mahi', 'yum', 'saffron', 'scallop', 'like']","['i like', 'i really', 'mahi mahi', 'scallops like']",food
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.","['tasti', 'price', 'realli', 'ambienc', 'fact', 'great', 'top', 'food', 'fun']","['so fun', 'food was', 'really tasty', 'ambience was', 'prices were']",food
"Do not get the Go Go Hamburgers, no matter what the reviews say.","['matter', 'say', 'get', 'review', 'go', 'hamburg']","['hamburgers go', 'go go', 'reviews say', 'go hamburgers', 'no matter', 'not get', 'what say']",food
The sandwhiches are out-of-this world!,"['world', 'sandwhich']","['', 'sandwhiches are']",food
"If you live in Upper Manhattan, Siam Square is THE place for Thia food.","['squar', 'upper', 'live', 'thia', 'food', 'place', 'manhattan', 'siam']","['square is', 'upper manhattan', 'you live']",anecdotes/miscellaneous
Decor is charming.,"['charm', 'decor']",['decor is'],ambience
The food was very well prepared.,"['well', 'food', 'prepar']","['very well', 'well prepared', 'food was']",food
Really tasty spring rolls and noodles for a good price though.,"['good', 'tasti', 'price', 'realli', 'spring', 'noodl', 'roll', 'though']","['good price', 'really tasty', 'tasty spring', 'tasty rolls']",food
Stay away from this place.,"['away', 'stay', 'place']","['m', 'p', 't', 'y']",anecdotes/miscellaneous
"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.","['good', 'bad', 'smaller', 'cheap', 'dish', 'sum', 'hey', 'tri', 'food', 'portion', 'dim', 'suppos']","['', ""it 's"", 'you try', 'more food', 'smaller portions', 'dim sum', 'sum supposed', 'dish is', 'dishes try']",food
"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.","['feel', 'drink', 'spend', 'plenti', 'york', 'bar', 'new', 'thing', 'uniqu', 'attest', 'peopl', 'hardli']","['thing feeling', 'people attest', 'most people', 'hardly feeling', '50 spending', 'new bars', 'here are', 'new york', 'drinks are']",food
"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.","['saw', 'plate', 'birthday', 'open', 'complimentari', 'dessert', 'happi', 'nice', 'stuff', 'candleveri', 'receiv', 'gift', 'write', 'keep', 'touch', 'attent', 'staff', 'come', 'waiter']","['i received', 'attentive staff', 'nice touch', 'waiter saw', 'stuff kept', 'birthday had', 'complimentary stuff', 'that had', 'dessert received', 'candlevery touch', 'gift opening', 'me opening', 'candlevery nice', 'happy birthday']",service
"The food arrived 20 minutes after I called, cold and soggy.","['cold', 'soggi', 'call', 'arriv', 'food', 'minut']","['food arrived', 'i called']",food
"If you go for the pre-theatre menu, it's an even greater deal.","['pre', 'greater', 'menu', 'even', 'deal', 'go', 'theatr']","[""it 's"", 'pre theatre', 'pre-theatre menu', 'even greater', 'greater deal', 'you go']",price
"The one up front will smile and say What can I get for you, brother?","['front', 'say', 'get', 'one', 'brother', 'smile']","['i get', 'one smile', 'what get']",service
Brava La Pizza Fresca!,"['fresca', 'la', 'brava', 'pizza']","['m', 'p', 't', 'y']",anecdotes/miscellaneous
"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.","['present', 'eleg', 'tast', 'veget', 'wonder', 'regardless', 'kai', 'portion', 'appreci', 'place', 'seafood', 'size', 'someon', 'simplic']","['appreciates simplicity', 'simplicity appreciates', 'kai is', 'seafood tasting', 'are someone', 'who appreciates', 'tasting seafood', 'you are', 'wonderfully presented']",food
"The prices cannot be beat for the quality, quantity, freshness and taste.","['qualiti', 'cannot', 'price', 'tast', 'fresh', 'quantiti', 'beat']","['prices beat', 'not be', 'not beat', 'be beat']",price
"Check it out, it won't hurt your stomach or your wallet.","['stomach', 'hurt', 'check', 'wallet']","['it check', ""n't hurt"", 'stomach hurt', 'it hurt']",anecdotes/miscellaneous
"If just to drop in, quickly stuff yourself and jet out -- to keep their turn-over.","['turn', 'jet', 'quickli', 'drop', 'stuff', 'keep']","['quickly stuff', 'yourself stuff', 'over keep']",anecdotes/miscellaneous
"Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best Gnochi I have ever had!","['best', 'awesom', 'gnochi', 'ever', 'honestli', 'deliveri', 'tonino', 'favorit', 'place', 'littl', 'kennsington']","['best gnochi', 'favorite place', 'just awesome', 'ever had', 'little tonino', 'favorite delivery', 'tonino is', 'i had']",food
INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,"['qualiti', 'poor', 'servic', 'price', 'incred', 'food', 'exorbit']","['exorbitant prices', 'incredibly poor', 'quality service', 'poor service']",food
I have been about 4 times and have always had a great meal.,"['time', 'great', 'alway', 'meal']","['meal had', 'i been', 'always had', 'great meal']",food
I go back in line like three times on average until I can't walk anymore.,"['line', 'anymor', 'time', 'averag', 'back', 'go', 'walk', 'like', 'three']","['', 'i walk', 'i go']",anecdotes/miscellaneous
We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,"['get', 'tasti', 'dinner', 'price', 'reason', 'usual', 'special']","['', 'they priced', 'some get', 'we get', 'reasonably priced', 'very tasty', 'usually just', 'just get']",food
Horrible food and Horrible service.,"['food', 'servic', 'horribl']","['', 'horrible service']",food
The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,"['plate', 'fondu', 'plenti', 'tri', 'wait', 'tabl', 'chees', 'grill', 'wine']","['', 'cheese plate', 'table grilling', 'plate are', 'fondue try']",food
Bleecker St Pizza is the best!,"['st', 'bleecker', 'best', 'pizza']",['pizza is'],anecdotes/miscellaneous
I DO NOT RECOMMEND THE HEARTLAND BREWERY.,"['heartland', 'breweri', 'recommend']","['not recommend', 'brewery recommend', 'i recommend']",anecdotes/miscellaneous
They treated us well and the food was extremely fresh and well-prepared.,"['us', 'well', 'fresh', 'food', 'treat', 'prepar', 'extrem']","['extremely fresh', 'food was', 'us treated', 'they treated']",food
Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,"['sauc', 'perfect', 'delciou', 'green', 'tofu', 'littl', 'peanut', 'sweet', 'basic', 'basil', 'fri', 'ly', 'exot', 'salad']","['', 'that is', 'fried tofu', 'salad ly', 'little salad', 'delcious little', 'sweet tofu', 'delcious salad', 'green salad', 'sweet basil', 'little green', 'salad is', 'exotic salad']",food
THE BIG COMPLAINT: NO TOASTING AVAILABLE.,"['toast', 'avail', 'big', 'complaint']","['', 'available toasting']",food
"Even if the food wasn't this good, the garden is a great place to sit outside and relax.","['good', 'outsid', 'even', 'garden', 'great', 'food', 'place', 'sit', 'relax']","[""n't was"", 'food was', 'great place', 'garden is']",food
"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.","['weekli', 'virgin', 'servic', 'get', 'friendli', 'volar', 'treat', 'ask', 'everyon', 'regular']","['volare virgins', 'virgins treated', 'same treated', 'you ask', 'everyone treated', ""n't ask"", 'service is', 'weekly regulars']",service
"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.","['wrong', 'show', 'end', 'food', 'find', 'meal', 'come', 'waiter', 'wine']","['', 'wine showed', 'waiter was']",food
"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.","['steak', 'perfect', 'appetit', 'sandwhich', 'chicken', 'great', 'lamb', 'heartier', 'cook', 'season']","['sandwhich is', 'chicken seasoned', 'heartier appetites']",food
Faan is sooo good.,"['good', 'sooo', 'faan']","['faan sooo', 'sooo good']",anecdotes/miscellaneous
We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was.,"['saw', 'heat', 'dish', 'sum', 'least', 'one', 'sure', 'item', 'dim', 'freez', 'though']","[""i 'm"", 'item heating', ""not 'm"", 'not sure', 'sum dish', 'which dim', 'frozen item', 'it was', 'them heating', 'we saw']",food
No you're going to go back because the food was good.,"['back', 'good', 'food', 'go']","['food was', 'you going']",anecdotes/miscellaneous
The food was great and the service was even better.,"['servic', 'better', 'even', 'great', 'food']","['food was', 'even better', 'service was']",food
"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.","['best', 'plate', 'entre', 'rice', 'call', 'heap', 'deal', 'manhatten', 'possibl', 'restaur', 'hardli']","['', 'it is', 'this called', 'best deal', '2-3 entrees']",ambience
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,"['maintain', 'voic', 'hall', 'abl', 'decour', 'rather', 'full', 'convers', 'rais', 'pleasant', 'restaur', 'tradit', 'though', 'french', 'noisi']","['voices raise', 'traditional french', 'conversation maintain', 'we had', 'traditional decour', 'decour was', 'rather noisy', 'restaurant was', 'hall was', 'french decour']",ambience
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,"['sea', 'soy', 'sauc', 'salt', 'perfect', 'fish', 'sometim', 'slice', 'fresh', 'sushi', 'chef', 'usual', 'piec', 'littl', 'also', 'season', 'wasabi']","['fish is', 'little fresh', 'piece sliced', 'fresh wasabi', 'little wasabi', 'also sometimes']",food
"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.","['burger', 'hand', 'feel', 'finish', 'consequ', 'fell', 'nt', 'make', 'mess', 'like', 'apart']","['mess made', 'they feel', 'them finishing', 'burgers fell']",food
My son and his girlfriend both wanted cheeseburgers and they were huge!,"['son', 'huge', 'cheeseburg', 'girlfriend', 'want']","['son wanted', 'cheeseburgers wanted', 'they were', 'wanted cheeseburgers']",food
I really recommend the very simple Unda (Egg) rolls.,"['unda', 'realli', 'simpl', 'egg', 'roll', 'recommend']","['really recommend', 'i recommend', 'simple unda', 'rolls recommend', 'simple rolls', 'very simple']",food
I will not be coming here at 3am again.,['come'],"['not coming', 'i coming', 'not be']",anecdotes/miscellaneous
Unbelievable.,['unbeliev'],"['m', 'p', 't', 'y']",anecdotes/miscellaneous
Very good wine choices.,"['choic', 'good', 'wine']","['', 'good choices', 'very good']",food
"This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights.","['certain', 'thai', 'wonder', 'jazz', 'live', 'night', 'place', 'go', 'nyc', 'relax']","['', 'only place', ""it 's"", 'live relaxed', 'certain nights', 'i go', 'this is', 'relaxed jazz', 'only thai', 'jazz live']",ambience
We will be back.,['back'],['we be'],anecdotes/miscellaneous
We were seated and ignored by waitstaff.,"['ignor', 'waitstaff', 'seat']",['we seated'],service
"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.","['share', 'susan', 'comfort', 'feel', 'perfect', 'famili', 'recomend', 'lazi', 'even', 'tabl', 'group', 'place', 'big']","['most tables', 'they have', 'big group', 'place is', 'lazy susans', 'families feel', 'you are', 'sharing recomends', 'susans have', 'it recomends']",ambience
They showed up 15 minutes after the tuna melt.,"['melt', 'show', 'tuna', 'minut']","['', 'they showed']",service
"Tasty steak, pork loin, the works.","['steak', 'pork', 'tasti', 'loin', 'work']",['tasty steak'],food
I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,"['linger', 'feel', 'bite', 'wait', 'even', 'tabl', 'friend', 'rush', 'go', 'though']","['', 'i went', 'we lingered']",anecdotes/miscellaneous
I went to Ruby Foos for my birthday and enjoyed our experience there.,"['rubi', 'birthday', 'enjoy', 'experi', 'go', 'foo']","['', 'i went', 'experience enjoyed']",anecdotes/miscellaneous
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,"['servic', 'highli', 'nice', 'occas', 'intim', 'provid', 'set', 'special', 'recommend']","['special occasion', 'i recommend', 'intimate setting', 'it recommend', 'nice service', 'highly recommend', 'it provides']",ambience
"The burger was great, also.","['great', 'burger', 'also']",['burger was'],food
"they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.","['know', 'servic', 'discount', 'give', 'end', 'horribl', 'enough']","[""n't was"", 'discount give', 'service was', 'they give', 'they knew', ""n't enough""]",service
"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!","['small', 'nasti', 'cheap', 'great', 'food', 'portion', 'mean']","['portions are', ""it 's"", 'cheap does', 'it is', 'food is', 'not mean']",food
The pizza was great.,"['great', 'pizza']",['pizza was'],food
And everytime I go there's a bunch of drunk idiots making a scene out front.,"['front', 'drink', 'scene', 'bunch', 'everytim', 'make', 'go', 'idiot']","['front making', 'i go', 'drunk idiots', 'scene making']",ambience
I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,"['salt', 'edamam', 'think', 'tasti', 'never', 'bite', 'pure', 'use', 'could', 'innov']","['never had', 'pureed edamame', 'salt used', 'more salt', 'i thought', 'bit more', 'i edamame', 'it was']",food
"however, it's the service that leaves a bad taste in my mouth.","['servic', 'mouth', 'leav', 'bad', 'tast', 'howev']","[""it 's"", 'bad taste', 'that leaves', 'taste leaves']",service
"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.","['good', 'apolog', 'notifi', 'mention', 'us', 'regardless', 'decis', 'make', 'special', 'know', 'let']","['us know', ""n't apologize"", 'very good', 'we notified', 'we made', 'decision made', 'he apologize', 'good decision', 'him notified', 'specials mention', 'he mention', ""n't mention""]",service
The price was extremely reasonable for the appetizers and food we ate.,"['appet', 'price', 'eat', 'reason', 'food', 'extrem']","['we ate', 'price was', 'extremely reasonable']",price
"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.","['veg', 'par', 'non', 'dine', 'vegetarian', 'select', 'dish', 'simpli', 'tamarind']","['not are', 'they are', ""n't dine"", 'vegetarian dishes', 'veg selections', 'simply not', 'non-veg selections']",food
Kenny the owner is always there and he treats my family like we are part of his family.,"['alway', 'famili', 'owner', 'part', 'treat', 'kenni', 'like']","['owner is', 'family treats', 'are part', 'always there', 'we are', 'he treats']",service
They need a kick out of it but until then the sushi is pretty good and the place is consistent.,"['good', 'pretti', 'consist', 'sushi', 'place', 'need', 'kick']","['pretty good', 'sushi is', 'place is', 'they need', 'kick need']",food
I've had to wait only a few times during lunch but this place is definitely worth the wait.,"['time', 'worth', 'wait', 'lunch', 'place', 'definit']","['few times', 'definitely worth', 'place is', 'i had']",anecdotes/miscellaneous
All in all the food was above average and I would return to see how they operate with four or less dinners.,"['four', 'less', 'oper', 'return', 'see', 'averag', 'dinner', 'would', 'food']","['above average', 'they operate', 'less dinners', 'i return']",food
"Judging from previous posts this used to be a good place, but not any longer.","['judg', 'good', 'post', 'longer', 'place', 'use', 'previou']","['', 'good place', 'this used', 'not longer']",anecdotes/miscellaneous
"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!","['excel', 'pretti', 'servic', 'better', 'dinner', 'atmospher', 'buffet', 'lunch', 'choic', 'great', 'even', 'food', 'make', 'delici']","['food make', 'even better', 'excellent service', 'delicious food', 'atmosphere make', 'better choice', 'pretty atmosphere', 'it choice', 'great choice', 'this choice', 'buffet makes']",food
"For appetizers, I recommend the shrimp fritters and dumplings.","['appet', 'shrimp', 'dumpl', 'fritter', 'recommend']","['shrimp fritters', 'fritters recommend', 'i recommend']",food
And cheap!,['cheap'],"['m', 'p', 't', 'y']",price
Such nice people working here - but I have to review the food.,"['nice', 'review', 'food', 'peopl', 'work']","['such nice', 'food review', 'such people', 'nice people', 'i have']",food
"The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.","['shin', 'possibl', 'reach', 'attract', 'dark', 'spot', 'light', 'put', 'restaur', 'worst', 'sunglass']","['you putting', 'you spot', 'worst light', 'not very', 'light possible', 'very attractive', 'spot lights', 'restaurant is', 'not attractive', 'lights spot']",ambience
Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.),"['lemonad', 'cocktail', 'time', 'ginger', 'also', 'without', 'tri', 'vodka', 'avail', 'squar']","['cocktail try', 'times square', 'square cocktail', 'available cocktail', 'also available']",food
Nice find.,"['nice', 'find']",['nice find'],anecdotes/miscellaneous
Veal Parmigana - Better than Patsy's!,"['veal', 'better', 'patsi', 'parmigana']",['veal parmigana'],food
"Great wine, great food.","['great', 'food', 'wine']","['great food', 'great wine']",food
"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.","['comfort', 'less', 'servic', 'lack', 'mediocr', 'make', 'meal', 'condit', 'air']","['comfortable meal', 'service was']",service
The food and staff always surprise me with the new heights they are taken to.,"['alway', 'new', 'food', 'height', 'surpris', 'staff', 'take']","['me surprise', 'food surprise', 'they taken', 'always surprise', 'new heights']",food
Amazing!,['amaz'],"['m', 'p', 't', 'y']",anecdotes/miscellaneous
Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,"['expect', 'outstand', 'love', 'fresca', 'ottimo', 'la', 'go', 'pizza']","['i love', 'outstanding pizza', 'fresca love', 'love la', 'pizza expecting']",anecdotes/miscellaneous
I've always been seated propmtly.,"['alway', 'propmtli', 'seat']","['always been', 'i seated']",service
"We try frequenting new restaurants all over the city, but any time that we  visit a restaurant other than Roth's we are always disappointed.","['alway', 'visit', 'time', 'frequent', 'new', 'disappoint', 'tri', 'restaur', 'citi', 'roth']","['other restaurant', 'always disappointed', 'we try', 'frequenting restaurants', 'we visit', 'restaurant visit', 'new restaurants', 'restaurant other', 'we are', 'restaurants try']",anecdotes/miscellaneous
honestly the worst sushi my husband and i had in our entire lives.,"['honestli', 'live', 'sushi', 'entir', 'worst', 'husband']","['husband sushi', 'worst sushi', 'i had', 'entire lives']",food
There is nothing more pleasant than that.,"['pleasant', 'noth']","['is nothing', 'more pleasant', 'pleasant nothing']",anecdotes/miscellaneous
I would recommend this place to anyone and would without a doubt come again.,"['doubt', 'would', 'place', 'anyon', 'without', 'come', 'recommend']","['place recommend', 'i recommend']",anecdotes/miscellaneous
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.","['decor', 'price', 'howev', 'great', 'food', 'place', 'mind', 'beat', 'want']","['place beat', 'great price', 'you want', 'great food', 'food want', 'decor mind', ""n't mind"", 'you beat', ""n't beat""]",food
What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.,"['authent', 'cook', 'make', 'one', 'offer', 'chongq', 'nyc', 'special', 'restaur', 'sichuan', 'hotpot']","['what makes', 'that offers', 'authentic chongqing', 'only one', 'authentic sichuan', 'hotpot offers', 'restaurant special', 'authentic hotpot']",food
Mizu is the Japenese find in Grammercy.,"['japenes', 'grammerci', 'find', 'mizu']","['japenese find', 'mizu is']",anecdotes/miscellaneous
For sure i will keep coming back because i feel really this restaurant deserves.,"['feel', 'realli', 'back', 'deserv', 'sure', 'restaur', 'come', 'keep']","['sure for', 'i keep', 'i feel', 'sure i', 'restaurant deserves']",anecdotes/miscellaneous
Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,"['tini', 'dinner', 'traffic', 'plat', 'hang', 'tabl', 'one', 'two', 'middl', 'right', 'waiter', 'edg', 'lane']","['plates hung', 'table was', 'tiny table']",ambience
"Sake collection was excellent (Try Nanbu Bijin), but pricy.","['excel', 'prici', 'nanbu', 'sake', 'bijin', 'tri', 'collect']","['collection was', 'bijin try', 'nanbu bijin']",food
Interesting other dishes for a change include chicken in curry sauce and salmon caserole.,"['sauc', 'includ', 'salmon', 'chicken', 'curri', 'dish', 'caserol', 'interest', 'chang']","['other dishes', 'interesting dishes', 'chicken include', 'salmon caserole', 'dishes include']",food
One of my favorite restaurants in the neighborhood.,"['favorit', 'one', 'neighborhood', 'restaur']",[''],anecdotes/miscellaneous
"One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent.","['lobster', 'cold', 'angri', 'favorit', 'one', 'magnific', 'though', 'salad']","['that was', 'one was', 'cold lobster', 'angry lobster', 'was magnificent']",food
I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,"['pleasantli', 'say', 'supris', 'neighborhood', 'stop', 'like']","['i am', 'pleasantly suprised', 'i stop', 'most likely', 'i have', 'i suprised', 'likely stop']",anecdotes/miscellaneous
"Ask for Usha, the nicest bartender in manhattan.","['nicest', 'ask', 'bartend', 'manhattan', 'usha']","['nicest bartender', 'bartender ask']",service
The service is outstanding and my crab-cake eggs benedict could not have been better.,"['cake', 'servic', 'better', 'outstand', 'egg', 'could', 'crab', 'benedict']","['not have', 'not been', 'benedict been', 'service is']",food
The place's decor and hidden bathrooms made for a good laugh.,"['good', 'decor', 'bathroom', 'make', 'place', 'laugh', 'hide']","['good laugh', 'hidden bathrooms']",ambience
This is a true gem of the village.,"['true', 'villag', 'gem']","['this is', 'true gem']",anecdotes/miscellaneous
"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.","['good', 'suan', 'locat', 'near', 'price', 'back', 'colleg', 'fact', 'reason', 'student', 'make', 'go', 'hutner']","['makes students', 'prices are', 'hutner college', 'location is', 'very reasonable', 'students go', 'college is']",ambience
"However, I think Jeckll and Hydes t is one of those places that is fun to do once.","['hyde', 'think', 'howev', 'one', 'place', 'jeckll', 'fun']","['that is', 'think jeckll', 'jeckll is', 'i think', 'is fun', 't hydes']",anecdotes/miscellaneous
"They treat me like family, morning and night.","['famili', 'morn', 'night', 'treat', 'like']","['me treat', 'they treat']",service
A wonderful place!,"['wonder', 'place']",['wonderful place'],anecdotes/miscellaneous
