text,_id
"Service was very good - prompt, attentive and non-intrusive.",910
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",1441
We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,2016
"In such a crappy part of town to find a good value for lunch, this place is great.",733
"Its not curry in a slurry crap, and regular run of the mill food.",3328
"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",1305
"Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.",1951
"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.",1438
"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",2418
"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",2555
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,2688
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",2737
A word to the wise - the Hoboken health inspector clued me to his findings that this is THE cleanest restaurant in town.,467
An excellent service,2440
"The food however, is what one might expect.",1570
I LOVE their Thai noodles with shrimp and chicken and coconut juice is the MUST!,2244
I must give it Yon out of Yon stars!,1781
The pizza was really good.,3606
"The only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in Chinese.",1454
"Food is average, and I would say even the chain restaurant Baluchi's tastes better.",3543
The place is small and cramped but the food is fantastic.,1206
The food is tasty and portion sizes are appropriate.,2648
A little crowded but they move that line really fast!,1070
Enjoy!!!,642
Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,493
Kudos to Po!,2694
The entertainment was great they have shows that go on through out the dinner.,621
My boyfriend and I were in NY for a few days and Pastis was a place that came recommended.,1888
The food is so cheap and the waiters are nice.,238
The food there is so good that even to order out the wait is incredible.,1164
The bartender on my most recent visit was so incredibly rude that I will never go back.,30
"Their sushi, Kamikaze and other Rolls are fresh and well presented.",2273
"For authentic Thai food, look no further than Toons.",429
"It's true, you feel like your in a scene from Goodfellas.",589
I read the other review and have to say I had the opposite experience here last Sunday.,289
"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",1846
"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",958
"If anyones has doubt of not knowing enough about wines,please check their wine list.",110
Never again!,3514
"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.",2402
Have the iced tea.,1612
For Park avenue I expected so much more.,2826
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",3401
So rude.,35
you can actually get 2 salads worth if u take it home and add it to some lettuce!,1226
The ambience is very romantic and definitely a good place to bring a date.,3544
They are FAST.,2304
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",3688
"The food is very good for it's price, better than most fried dumplings I've had.",1182
There are much better places in NY with better prices.,1303
"Very neighborhoody, very quick and sufficient.",1064
Obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.,212
I ate here a week ago and found most dishes average at best and too expensive.,1313
"Everything is delicious, though, my gf and I come here once a week sometimes- you will get addicted!",1647
And I could do without the cigar smoke.,1982
"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.",2902
I've waited over one hour for food.,415
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",2822
The ambience is very calm and quiet.,3268
"Both times I was extremely dissappointed by the service, which was boarderline rude.",1100
Great deal!,1510
Stay away from the latter since you won't go for seconds (hint hint).,2338
"not only does make the best pizza in NY , maybe anywhere.",3345
The spicy Tuna roll is huge and probably the best that I've had at this price range.,1786
Price and quality of fish alone will keep us from making a return visit.,2754
Our waiter and all of the people helping him were attentive and genuine.,1942
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,1894
This is one of the best comfort food places in the city.,153
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",1346
I had a huge pastrami sandwich on a roll.,3585
"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",204
The fish was not fresh and the rice tasted old and stale.,3216
"Considering their price of $6.25 for lunch special, the dish was ridiculously small.",1686
This is the pinnacle of Indian Fast Food (all fast foods in my opinion).,2419
"Besides, when you have bad service, that's less money you have to tip.",713
We do not need to go to a four-star restaurant anymore.,2581
The wine list is also really nice.,97
I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,161
I plan on stopping by next week as well.,1376
"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",329
"Compared to Ess-a, Tal offers a less doughy bagel!",1067
Ballato's is consistently delicious authentic italian food.,98
"The service was attentive, yet discreet.",2006
"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",1721
For those prices and the dressed up atmosphere you expect more and should get more.,690
"Then, IF they answer the phone, you're lucky if they don't hang up on you!",3251
They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.,2272
We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.,601
The food was pretty tradional but it was hot and good with large portions.,615
Highly recommended to all!,2162
highly recommended.,2800
"Unless you are eating in the Pizzeria side of this place, and are not in a rush, this place is a bad idea.",2525
You have to increase the service a lot.,1190
Ambiance is barely romantic but management tries.,2336
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",3265
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,416
"After we got our sashimi order, I could not believe how small the portions were!",3015
"After the main course came, we didn't see our waiter for at least 40 MINUTES!",364
It will be on my to do list the next visit to NYC.,501
Nothing better than buying a snapple for $3.25 too.,1275
"When family came in he gave them apps to test their palets, and then ordered for them.",2330
I was pleasantly surprised to find this gem in Hoboken.,460
"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.",1385
"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",1088
The service was excellent and the food was delicious.,3201
If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,3481
"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.",308
Right off the major deegan you get ladies from all over the city.,1157
Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,2394
always fresh and delicious.,2176
"The food was very good, but not very thai.",1129
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",1872
The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,1078
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",61
This is a fun restaurant to go to.,1468
"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",1268
Had a late night dinner on a Saturday night.,1900
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,843
Their sake martini is wonderful.,2184
"Well, this place is so Ghetto its not even funny.",1151
Bravissimo !!,115
Once they ran out of Gnochi and made it for me from scratch!,2550
We would like to thank Marcelo and Grace for a wonderful dining experience!!!,3635
"Found service above average, but that could be because we were 13 of us.",2778
"When I arrived at Orsay I was thrown back, in a veyr good sense.",903
"Bagels are ok, but be sure not to make any special requests!",1227
"This is the Cheers of New York, whether you've ever been there or not.",2130
It's to die for!,1824
Cute and decorative.,3076
"I know this is the case in many nyc eateries, but here, they really cram you in to the point where it's borderline uncomfortable.",2269
fine dining restaurant quality.,2577
Overall a disappointing experience for that price category.,2666
"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.",1409
The food was exceptional.,956
You will be satisfied.,1912
Another great place to take out-of-towners!,5
"But, hey, there is anything better with a decent vegetarian selection in Astoria.",1237
We were less than impressed.,881
A Thai restaurant out of rice during dinner?,417
but still my date was bad,1309
Would definitely go back again.,1598
I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,582
The portions are small but being that the food was so good makes up for that.,864
(and I have eaten my share) Which impresses me for having such a large amount of people to serve.,711
"Sure, the setting is nice.",2228
Overall a worthwhile experience.,2493
"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",2879
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",3432
"It's really a takeaway place, I wouldn't sit if I could take it home.",1212
THE MOST FUN RESTAURANT I HAVE EVER BEEN TOO!,1582
Best drumsticks over rice and sour spicy soup in town!,2287
Some of the finest latin women you'll see in your life hang out at Jimmy's.,1160
Slightly above average wines start at $70+ with only one selection listed at $30+.,2773
Their whitefish salad is excellent--all whitefish with a little mayo.,2155
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",135
"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",2839
I had a great experience.,3290
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",471
I recommend this place to everyone who asks me where to go for a good meal.,2147
The waitresses are nice--also you can just get counter service sit.,480
The only friendly staff member was the guy at the bar.,37
"Having been a long time Ess-a-Bagel fan, I was surpised to find myself return time and time again to Murray's.",3160
Go for it!,3069
Highly recommended.,2072
"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",1456
Won't or Can't is not in the service directory.,3174
I cannot imagine a friendlier staff working in a restaurant.,3413
I do suggest to ask to be seated upstairs if you are looking to be a little cozy.,1954
"To speak of the Park Side, words can not describe.",643
"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",1271
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,1631
"Saul is pretty good, but definitely not great.",689
"I would recommend Roxy's for that, but not for their food.",3580
We always get a sampling of appetizers and share.,3524
"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).",510
"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",600
Their pad penang is delicious and everything else is fantastic.,424
"The puke green walls leave a lot to be desired, but the food is very good.",3091
"The flavors are very fresh and pretty inobtrusive, nothing flashy.",676
"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",7
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,1371
But $1 for each small piece???,2091
"Our son loves pizza and we have a certified Neapolitan pizzaria in our home city (Seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.",1596
big and soft as well as good lunch food.,1232
"No food snobs allowed, this place is for people who appreciate good food.",967
I liked the food at this quasi-thai restaurant.,1127
By far the best salad I have had in a fast food restaurant.,2576
Suan is a great place that I often take my friends (classmates) too.,2242
Not a great place for family or general dining.,2650
"As for the bar, this is another bad idea.",2529
"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",3167
"Unlike HH up the block, this place actually gives you hearty and hot bagels this town is known for.",1217
I thought going to Jimmys would give me a real Domincan exprience.,1149
The barebecued salmon is elegantly spiced and not at all dry.,2644
"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",2812
What generous portions!,1028
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,2167
I was wrong.,795
The wine the service was very good too.,573
"So, the menu is written in chalk above your head and it all sounds delicious.",1082
The highly spiced chai tea was great too.,1080
No plans to return anytime soon.,2929
"I have been there many times, and food is good and consistent.",752
"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even.",1641
There is not a single place in Chinatown where you have a nice neighborhood feeling like here.,3257
"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",2897
I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.,872
I just do not understand what the fuss is all about.,2828
The meat dishes were only so-so.,2086
"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",3507
"We liked it so much, that we will always make it a point to dine here when we visit New York.",635
"The menu consisted of standard brassiere food, better then places like Balthazar etc.",957
"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",2249
"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",1724
For an untrendy rip-off- eat here.,761
And you're hungry a few hours later.,1640
I can't wait to go back.,2322
I HATE HATE HATE this place.,3476
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,2080
The staff there is very attentive and down to earth.,866
"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",1031
"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",712
Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,3226
Wonderful!,3093
It took them 15 minutes to put water in our glasses.,931
The service is descent even when this small place is packed.,979
This is the best sushi in new york city - hands down.,1205
Go hungry and enjoy.,1414
I have eaten a lot of pizza here.,3603
This place is worth an one-hour drive.,2809
Great value for the quality ingredients.,2567
"The Thali was small, thoroughly unremarkable, and $14.95.",1419
The sushi is also great!,305
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,2843
Truly the mark of an attentive waiter.,1931
"The food here is rather good, but only if you like to wait for it.",181
I got an excellent piece of cheesecake and we had several other nice pastries.,3579
"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",2455
The makhani was OK --the korma was bland.,2040
The food is inventive but still keeps traditional indian flavoring.,3080
All I can say is WOW!,2849
"though the service could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele.",1465
"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",2927
This is a cute place and could be good but they need to get their act together.,1544
The lox is always fresh too.,2161
"Sure enough, exactly 30 minutes later we got the call and were seated promptly.",3115
Service was very friendly.,1341
So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,3468
Food was OK - fish was cooked well.,840
We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,1011
The duck confit is always amazing and the foie gras terrine with figs was out of this world.,698
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",14
The service does sometimes lack focus and it is not ideal if you are in a hurry but I have never been treated rudely.,557
"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",1788
The staff offers impeccable service.,3302
The catch is that you are charged extra for ANYTHING that you leave on your plate so don't be a greedy pig!,1651
We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,160
wont come back again for sure!,1777
i went to utsav about a yr ago with my family.,919
"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",2427
"The place is sleek, modern and playfull and i will return again frequently.",2404
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",116
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,2008
"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.",2206
And the bill was outragous.,1010
"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",89
"Kind, attentive wait staff.",2994
Bon appettite!!,879
Salads were fantastic.,2572
The owners and employees are friendly and their pizza is fantastic.,1288
"La Rosa waltzes in, and I think they are doing it the best.",3604
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",1723
The food is authentic Italian - delicious!,3491
"A great addition to Smith Street: finally, a place that's not pretentious and filled with women wearing Ugg boots.",3610
skip dessert.,2909
We spent $200 in this place and left hungry and very disappointed.,2656
It is simply amazing.,2598
I complete the total bagel experience by having it lightly toasted.,3172
It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,1795
I liked this place the first time but doubt I will ever return.,2992
The service is good and ambience is good for a date or group outing.,3438
A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.,1276
It's all about the food !!,730
Fast service.,1870
"Skip this restaurant, it's a big disappointment.",2367
"The staff is excellent, specjal: that girl behind the bar, european chic.",1519
"stick with the chicken, beef, and lamb dishes.",2904
"The service was bad, the food took to forever to come, we sat on the upper level.",1009
"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",2642
ALWAYS full with tourists (especially because of it's close proximity to Rockefeller Center).,43
"The decor is nice, but more casual than fine dining.",1460
This restaurant is a wonderful place to go many times and it is reasonably priced.,307
"Bravo, Blue Hill!",860
"Conveniently located too, being right on Bedford ave.",2594
My friends and I came across this place while walking in the village.,607
"Bottom line: B+ for the food, F for the service.",1338
The only thing the waiters don't do for you is wipe your chin when you leave.,1625
This place is to be avoided.,2665
"Stick to dimsum, not super overpriced noodles.",2095
The service is fine and they allow you to enjoy the view.,989
My sister says it reminds her of a restaurant run by high-school students who don't know what they are doing.,1803
"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",3047
"At 6:30, we were the third party there.",850
delicious simple food in nice outdoor atmosphere.,2993
I will definetly be going back.,2596
"No, really.",3602
"The food is good, but very expensive for the casualness of it.",3108
The only fallback on this restaurant is the prices.,3439
I've been to Naples 45 for dinner twice.,1604
The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,1440
i love the pics of andy warhol when he used to frequent the place (he painted the ballato's sign in the window).,101
Try sushimi cucumber roll.,351
I'm saving up for my next visit.,2009
The food is delicious.,988
Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,2963
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,3412
Amma is nothing special.,1311
Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,246
"believe us, we've been eating sushi for over 15 yrs.",1771
"Worth it for a special occasion, or any time!",1913
The atmosphere is much better than Sripraphai (more modern and sleek).,1394
I recommend to anyone who wants to dress up and impress the lady.,226
"The food is outstanding and the service is quick, friendly and very professional.",3642
"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",2159
"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one.",1708
"Been there, done that, and New York, it's not that big a deal.",593
Definitely a once a year treat that I look forward to around the holidays!,230
Service is fast and friendly.,1061
from an English speaking staff.,3136
"Anyhow, we were able to sit as long as we wanted and chat, which was nice.",947
And they have these home made potato chips at the bar that are the most delicious things in the world!,1514
A defitely must visit.,3187
My husband and I enjoyed each of the 6 taste size portions and left completely full.,1906
"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",2700
"We all ate pasta entre'es, which were great.",2781
My friends and I showed up on a Sat.,15
The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,1970
great experience overall.,2942
PERFECT FOR DATES!,2465
The food was boring and expensive.,2038
"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",186
Terrific menu full of unique rolls and special dishes.,2127
The service is ok but could be better.,130
"We love the food, drinks, and atmosphere!",702
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,3510
(I've ordered from the 2nd ave.,3030
"Nothing against a good sales call, but the tactics at Amma are just too obvious.",1320
"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",328
"Took my mom for Mother's Day, and the maitre d' was pretty rude.",512
My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,3019
"The vibe is very relaxed and cozy, service was great and the food was excellent!",1683
"If the weather is nice, try to snag an outside table.",195
"If you are looking for a good quality, cheap eats - this is the place.",2623
"However, for what we spent, overall, it just was not up to par.",1974
The service was friendly and the atmosphere was casual.,959
A friend from Seattle and I went on a Thursday night around 8:30.,419
When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,2172
"I recommend their Pad See Ew, Pork Chops or Tofu plates.",3518
Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,1171
"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",1518
The service was excellent - friendly and attentive.,941
"The main course had an average portion, and was decent overall.",2898
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,1960
"Just remember, the later you go, the longer you may have to wait.",706
"Waitstaff is great, very attentive.",214
I live in the neightborhood and am a regular.,1285
The dinner menu is diverse and top-notch as well.,560
IT IS WHAT MODERN CUISINE IS ALL ABOUT.,2461
"In any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back.",3022
I definitely will go back.,2065
"I don't like Indian food too much and this was delicious, however you want to factor that into the equation.",2468
"at taj, vegetarians can rejoice-all the dishes are manna from heaven.",3558
Finally!,3063
"Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?",1977
"Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot.",87
I've never been disappointed.,2499
I won't go back unless someone else is footing the bill.,2093
"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).",2153
"From the street it looks very hidden, and is actually an old warehouse.",721
Jimmy's is hands down the hottest night spot in the Bronx.,1156
And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,2409
My boyfriend and I have been to The Minnow four times now and we have consistently been impressed.,3233
"The $300 bill was a bit steep, but the experience was great.",2359
"I wouldn't mind going back some time, but not before trying others nearby.",3545
"Nice ambiance, nice little bar, good bartender, Francois, and good service.",2968
I found this restaurant to be one that truly values its patrons.,210
"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",382
I would definitely go back -- if only for some of those exotic martinis on the blackboard.,1715
"For some reason the place was empty when we got in and remained so for the entire evening, I don't understand why but we had a blast and will definately go back the next time we are in the area.",1517
Simple comfort food and what hot and lage portions.,611
But I just would like to say I read the reviews people left and thats why I checked it out.,2379
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",1643
"I've eaten at Pizza Gruppo a few times, but more often I order delivery.",2305
We didn't get drink refills and she didn't even offer us the option of dessert.,2989
Beautiful experience.,848
The bagels are also reasonably priced for NYC.,2156
"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",1966
Decor leaves something to be desired.,2088
Jimmy is Dominican!,1150
"Also, specify if you like your food spicy- its rather bland if you don't.",185
"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",1710
Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),2610
"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",649
"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",3450
"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",974
"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.",3089
"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",647
The neighborhood was nice though so check out another restaurant instead.,2954
My fish was delicious in an incredible curry sauce.,378
If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.,490
"Even upon delivery, their juicy pork buns are quite good . .",3245
This is also where I was from.,1426
Everything is for sale in here including the sculptured iron statue on the table.,1992
"Average to good Thai food, but terrible delivery.",414
The space is nice but when we order our drink we were in for a surprise.,1857
The entire place and the treatment we received felt as a conveyor belt.,164
Joe's Pizza used to have the best slice until this pizzeria opened up.,1480
I in all reality felt as if I had just gotten off Air France and was in the 8th District in Paris.,904
I have never had anything like it!,3094
"Yeah the crowd can take it a bit seriously, but it shouldn't.",1717
And they provided a delicious dessert on the house!,3663
"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.",3250
"The food is amazing, rich pastas and fresh doughy pizza.",3366
"Food was very good, but not what I would consider out of this world.",3073
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,3303
"I am Indian, and I have tried many Indian places in NY.",1299
"Try the Pad Thai, it's fabulous and their prices are so cheap!",704
"On a recent Saturday night, I was with a group of 5 at the Bread Bar.",2488
Food is great and inexpensive.,1839
The price very reasonable.,1756
"Dessert - can't be missed, so save room!!!",29
"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",484
"Take a good sense of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road",1993
Ingredients are organic which is a real plus for me.,2574
It was so bad I actually refused to pay for my food.,3595
I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,1097
"This is, by far, my favorite restaurant in NYC and I only wish it were more affordable so I could go more often!",2844
"The staff was very attentive, the ambience lovely, and the food superb.",2692
"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",2590
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,71
THE FRANKENSTEIN SHOW WAS THE BEST.,1584
"The waiters are sweet, the food is tasty and the bill is never too large.",2957
"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",2235
"The service was superb, they treat you like family.",3633
"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",2696
"It only took about five or so minutes to get an empty table, but standing up wasn't too bad.",1186
"The menu may be small, but everything on it is delicious.",3224
Too bad Latin Quarters closed.,1154
They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,935
It was divine melts in your mouth.,3306
Stumbled upon this gem of a pizza place and I will be going back frequently.,2312
I live a block away and go to Patsy's frequently.,1742
"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.",3355
"When I visited my friend who lives in the Upper Eastside, she recommended that we go to this restaurant.",331
"Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).",637
We ran a little late for the reservation but it wasn't a problem to get our table immediately.,2029
Kudos Haru,2258
We arrived on time for our reservation and seated promptly.The,2341
I plan on eating here more often.,679
"I would definitely go back for a very special occasion, but not for regular fine dining.",2004
"The well mannered, pleasant staff that Tony has in his employ.",644
The flavors robust and subtle.,2007
I came here for my friend's birthday and keep coming back ever since.,723
"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",314
"I would never wait for a table to eat, it just is not THAT great.",3107
"We concluded with tiramisu chocolate cake, both were delicious.",580
The counter service is bad.,1295
I had a grat time at Jekyll and Hyde!,1590
"Service here was great, food was fantastic.",2701
"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",2514
"This is such a lovely, peaceful place to eat outside.",997
and we were thouroughly disapointed.,470
This is the Jackel and Hideof the restaurants on the UES.,2730
The sauce is delicious and the crust is perfect.,1491
"This is a great place to take out-of-towners, and perfect for watching the sunset.",1001
Since my first dinner I have had the chance to have brunch at Orsay 3x.,906
"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",758
They have some great entrees here as well.,1601
"Our teenage kids love it, too.",2877
The service is not consistently excellent -- just decent.,2195
"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",1917
