reviews,lemmas,aspectCategory
Brava La Pizza Fresca!,"['brava', 'la', 'pizza', 'fresca']",anecdotes/miscellaneous
"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.","['appreci', 'someon', 'seafood', 'tast', 'simplic', 'kai', 'size', 'present', 'eleg', 'portion', 'wonder', 'place', 'veget', 'regardless']",food
"The prices cannot be beat for the quality, quantity, freshness and taste.","['cannot', 'quantiti', 'fresh', 'beat', 'tast', 'qualiti', 'price']",price
"Check it out, it won't hurt your stomach or your wallet.","['stomach', 'wallet', 'hurt', 'check']",anecdotes/miscellaneous
"If just to drop in, quickly stuff yourself and jet out -- to keep their turn-over.","['drop', 'jet', 'turn', 'quickli', 'stuff', 'keep']",anecdotes/miscellaneous
"Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best Gnochi I have ever had!","['tonino', 'honestli', 'littl', 'ever', 'deliveri', 'favorit', 'gnochi', 'best', 'awesom', 'place', 'kennsington']",food
INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,"['food', 'exorbit', 'poor', 'incred', 'servic', 'qualiti', 'price']",food
I have been about 4 times and have always had a great meal.,"['time', 'meal', 'alway', 'great']",food
I go back in line like three times on average until I can't walk anymore.,"['go', 'anymor', 'like', 'back', 'line', 'averag', 'three', 'time', 'walk']",anecdotes/miscellaneous
We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,"['special', 'get', 'dinner', 'price', 'tasti', 'reason', 'usual']",food
Horrible food and Horrible service.,"['horribl', 'food', 'servic']",food
The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,"['chees', 'plenti', 'grill', 'wait', 'tri', 'tabl', 'plate', 'wine', 'fondu']",food
Bleecker St Pizza is the best!,"['best', 'bleecker', 'pizza', 'st']",anecdotes/miscellaneous
I DO NOT RECOMMEND THE HEARTLAND BREWERY.,"['recommend', 'heartland', 'breweri']",anecdotes/miscellaneous
They treated us well and the food was extremely fresh and well-prepared.,"['food', 'fresh', 'prepar', 'us', 'treat', 'extrem', 'well']",food
Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,"['ly', 'tofu', 'fri', 'littl', 'sweet', 'delciou', 'basic', 'green', 'salad', 'perfect', 'basil', 'sauc', 'exot', 'peanut']",food
THE BIG COMPLAINT: NO TOASTING AVAILABLE.,"['toast', 'avail', 'big', 'complaint']",food
"Even if the food wasn't this good, the garden is a great place to sit outside and relax.","['food', 'even', 'sit', 'place', 'relax', 'garden', 'good', 'outsid', 'great']",food
"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.","['get', 'treat', 'ask', 'everyon', 'friendli', 'servic', 'weekli', 'regular', 'volar', 'virgin']",service
"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.","['food', 'waiter', 'come', 'meal', 'find', 'wrong', 'end', 'wine', 'show']",food
"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.","['chicken', 'steak', 'cook', 'season', 'lamb', 'perfect', 'heartier', 'appetit', 'sandwhich', 'great']",food
Faan is sooo good.,"['good', 'sooo', 'faan']",anecdotes/miscellaneous
We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was.,"['sum', 'freez', 'dim', 'item', 'dish', 'sure', 'least', 'one', 'saw', 'heat', 'though']",food
No you're going to go back because the food was good.,"['food', 'good', 'back', 'go']",anecdotes/miscellaneous
The food was great and the service was even better.,"['food', 'even', 'servic', 'better', 'great']",food
"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.","['restaur', 'entre', 'possibl', 'rice', 'hardli', 'manhatten', 'best', 'plate', 'call', 'deal', 'heap']",ambience
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,"['hall', 'tradit', 'rais', 'pleasant', 'voic', 'rather', 'abl', 'maintain', 'french', 'noisi', 'decour', 'convers', 'full', 'restaur', 'though']",ambience
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,"['also', 'fresh', 'sea', 'fish', 'salt', 'sushi', 'season', 'littl', 'sauc', 'chef', 'perfect', 'wasabi', 'sometim', 'slice', 'piec', 'soy', 'usual']",food
"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.","['make', 'apart', 'mess', 'feel', 'like', 'burger', 'nt', 'finish', 'fell', 'consequ', 'hand']",food
My son and his girlfriend both wanted cheeseburgers and they were huge!,"['girlfriend', 'son', 'cheeseburg', 'huge', 'want']",food
I really recommend the very simple Unda (Egg) rolls.,"['simpl', 'roll', 'unda', 'recommend', 'realli', 'egg']",food
I will not be coming here at 3am again.,['come'],anecdotes/miscellaneous
Unbelievable.,['unbeliev'],anecdotes/miscellaneous
Very good wine choices.,"['good', 'wine', 'choic']",food
"This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights.","['jazz', 'certain', 'nyc', 'thai', 'go', 'live', 'relax', 'night', 'wonder', 'place']",ambience
We will be back.,['back'],anecdotes/miscellaneous
We were seated and ignored by waitstaff.,"['seat', 'waitstaff', 'ignor']",service
"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.","['even', 'share', 'susan', 'tabl', 'feel', 'perfect', 'recomend', 'group', 'famili', 'comfort', 'place', 'big', 'lazi']",ambience
They showed up 15 minutes after the tuna melt.,"['tuna', 'melt', 'show', 'minut']",service
"Tasty steak, pork loin, the works.","['steak', 'loin', 'tasti', 'pork', 'work']",food
I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,"['rush', 'even', 'wait', 'go', 'tabl', 'bite', 'feel', 'friend', 'linger', 'though']",anecdotes/miscellaneous
I went to Ruby Foos for my birthday and enjoyed our experience there.,"['rubi', 'go', 'enjoy', 'foo', 'birthday', 'experi']",anecdotes/miscellaneous
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,"['nice', 'set', 'provid', 'special', 'recommend', 'occas', 'intim', 'servic', 'highli']",ambience
"The burger was great, also.","['also', 'burger', 'great']",food
"they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.","['enough', 'discount', 'horribl', 'know', 'servic', 'end', 'give']",service
"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!","['food', 'mean', 'cheap', 'portion', 'nasti', 'small', 'great']",food
The pizza was great.,"['pizza', 'great']",food
And everytime I go there's a bunch of drunk idiots making a scene out front.,"['make', 'scene', 'idiot', 'go', 'front', 'everytim', 'drink', 'bunch']",ambience
I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,"['edamam', 'use', 'innov', 'salt', 'never', 'bite', 'think', 'tasti', 'pure', 'could']",food
"however, it's the service that leaves a bad taste in my mouth.","['mouth', 'tast', 'bad', 'howev', 'servic', 'leav']",service
"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.","['mention', 'make', 'decis', 'regardless', 'notifi', 'special', 'us', 'know', 'apolog', 'good', 'let']",service
The price was extremely reasonable for the appetizers and food we ate.,"['food', 'appet', 'extrem', 'eat', 'price', 'reason']",price
"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.","['select', 'vegetarian', 'simpli', 'dish', 'dine', 'tamarind', 'non', 'par', 'veg']",food
Kenny the owner is always there and he treats my family like we are part of his family.,"['owner', 'treat', 'like', 'famili', 'part', 'kenni', 'alway']",service
They need a kick out of it but until then the sushi is pretty good and the place is consistent.,"['need', 'sushi', 'consist', 'pretti', 'kick', 'place', 'good']",food
I've had to wait only a few times during lunch but this place is definitely worth the wait.,"['wait', 'definit', 'lunch', 'worth', 'time', 'place']",anecdotes/miscellaneous
All in all the food was above average and I would return to see how they operate with four or less dinners.,"['food', 'see', 'would', 'return', 'four', 'averag', 'dinner', 'less', 'oper']",food
"Judging from previous posts this used to be a good place, but not any longer.","['use', 'post', 'previou', 'place', 'good', 'longer', 'judg']",anecdotes/miscellaneous
"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!","['food', 'buffet', 'make', 'excel', 'lunch', 'even', 'better', 'atmospher', 'dinner', 'choic', 'pretti', 'servic', 'great', 'delici']",food
"For appetizers, I recommend the shrimp fritters and dumplings.","['recommend', 'fritter', 'dumpl', 'appet', 'shrimp']",food
And cheap!,['cheap'],price
Such nice people working here - but I have to review the food.,"['food', 'nice', 'review', 'peopl', 'work']",food
"The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.","['attract', 'put', 'sunglass', 'spot', 'possibl', 'light', 'shin', 'dark', 'worst', 'restaur', 'reach']",ambience
Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.),"['lemonad', 'avail', 'also', 'tri', 'cocktail', 'vodka', 'ginger', 'squar', 'time', 'without']",food
Nice find.,"['find', 'nice']",anecdotes/miscellaneous
Veal Parmigana - Better than Patsy's!,"['parmigana', 'patsi', 'veal', 'better']",food
"Great wine, great food.","['food', 'wine', 'great']",food
"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.","['condit', 'make', 'lack', 'meal', 'mediocr', 'air', 'comfort', 'servic', 'less']",service
The food and staff always surprise me with the new heights they are taken to.,"['food', 'take', 'new', 'surpris', 'height', 'alway', 'staff']",food
Amazing!,['amaz'],anecdotes/miscellaneous
Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,"['ottimo', 'go', 'outstand', 'pizza', 'fresca', 'expect', 'love', 'la']",anecdotes/miscellaneous
I've always been seated propmtly.,"['seat', 'propmtli', 'alway']",service
"We try frequenting new restaurants all over the city, but any time that we  visit a restaurant other than Roth's we are always disappointed.","['roth', 'tri', 'frequent', 'new', 'time', 'visit', 'citi', 'restaur', 'alway', 'disappoint']",anecdotes/miscellaneous
honestly the worst sushi my husband and i had in our entire lives.,"['entir', 'honestli', 'husband', 'sushi', 'worst', 'live']",food
There is nothing more pleasant than that.,"['pleasant', 'noth']",anecdotes/miscellaneous
I would recommend this place to anyone and would without a doubt come again.,"['would', 'anyon', 'come', 'recommend', 'doubt', 'place', 'without']",anecdotes/miscellaneous
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.","['food', 'beat', 'howev', 'mind', 'price', 'decor', 'place', 'great', 'want']",food
What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.,"['make', 'nyc', 'cook', 'special', 'one', 'offer', 'sichuan', 'chongq', 'hotpot', 'authent', 'restaur']",food
Mizu is the Japenese find in Grammercy.,"['find', 'japenes', 'mizu', 'grammerci']",anecdotes/miscellaneous
For sure i will keep coming back because i feel really this restaurant deserves.,"['deserv', 'come', 'feel', 'sure', 'back', 'realli', 'restaur', 'keep']",anecdotes/miscellaneous
Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,"['waiter', 'hang', 'lane', 'tabl', 'tini', 'middl', 'traffic', 'two', 'dinner', 'right', 'plat', 'one', 'edg']",ambience
"Sake collection was excellent (Try Nanbu Bijin), but pricy.","['excel', 'tri', 'sake', 'collect', 'nanbu', 'bijin', 'prici']",food
Interesting other dishes for a change include chicken in curry sauce and salmon caserole.,"['curri', 'interest', 'chicken', 'chang', 'caserol', 'dish', 'includ', 'sauc', 'salmon']",food
One of my favorite restaurants in the neighborhood.,"['one', 'neighborhood', 'favorit', 'restaur']",anecdotes/miscellaneous
"One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent.","['cold', 'magnific', 'angri', 'favorit', 'salad', 'lobster', 'one', 'though']",food
I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,"['say', 'supris', 'stop', 'like', 'pleasantli', 'neighborhood']",anecdotes/miscellaneous
"Ask for Usha, the nicest bartender in manhattan.","['usha', 'manhattan', 'nicest', 'ask', 'bartend']",service
The service is outstanding and my crab-cake eggs benedict could not have been better.,"['benedict', 'outstand', 'better', 'crab', 'cake', 'servic', 'could', 'egg']",food
The place's decor and hidden bathrooms made for a good laugh.,"['decor', 'make', 'bathroom', 'hide', 'laugh', 'place', 'good']",ambience
This is a true gem of the village.,"['true', 'gem', 'villag']",anecdotes/miscellaneous
"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.","['hutner', 'colleg', 'student', 'make', 'suan', 'go', 'fact', 'back', 'locat', 'price', 'good', 'reason', 'near']",ambience
"However, I think Jeckll and Hydes t is one of those places that is fun to do once.","['fun', 'think', 'howev', 'jeckll', 'hyde', 'one', 'place']",anecdotes/miscellaneous
"They treat me like family, morning and night.","['morn', 'like', 'treat', 'famili', 'night']",service
A wonderful place!,"['wonder', 'place']",anecdotes/miscellaneous
"Please take my advice, go and try this place.","['take', 'go', 'tri', 'pleas', 'advic', 'place']",anecdotes/miscellaneous
Service was on par but not wonderful.,"['wonder', 'par', 'servic']",service
for my birthday and we had an excellent time.,"['birthday', 'time', 'excel']",anecdotes/miscellaneous
Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,"['take', 'higher', 'hour', 'deliveri', 'often', 'price', 'pizzeria', 'area']",service
I went to Amma after a friend recommended it.,"['recommend', 'friend', 'amma', 'go']",anecdotes/miscellaneous
I'm just reading some of these reviews and its nonsense that people are reviewing some places because it was too loud.,"['nonsens', 'review', 'peopl', 'read', 'place', 'loud']",anecdotes/miscellaneous
Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,"['kind', 'abl', 'busi', 'guess', 'fit', 'group', 'kid', 'place', 'small', 'might']",ambience
Maybe tomorrow ;-),"['mayb', 'tomorrow']",anecdotes/miscellaneous
We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,"['hot', 'also', 'dog', 'would', 'whole', 'think', 'devot', 'two', 'order', 'pretti', 'menu', 'good', 'sinc', 'section']",food
please don't fool us.,"['fool', 'pleas', 'us']",anecdotes/miscellaneous
"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.","['chicken', 'bean', 'hunan', 'black', 'sauc', 'garlic']",food
"Because of the delicate thin crust, take-out pies get soggy in their boxes.","['take', 'delic', 'get', 'soggi', 'box', 'thin', 'pie', 'crust']",food
I suspect this restaurant is what Rao's would be if it hadn't turned exclusive.,"['would', 'suspect', 'exclus', 'turn', 'rao', 'restaur']",anecdotes/miscellaneous
The dish had like 6 pieces of beef in it.,"['piec', 'beef', 'like', 'dish']",food
"strike up a conversation with the attorney next to you, or with the local union worker on the other side.","['strike', 'side', 'local', 'next', 'attorney', 'convers', 'worker', 'union']",anecdotes/miscellaneous
We were then shooed inside.,"['insid', 'shoo']",service
We got in line and were served while in line a bannan fritter.,"['get', 'fritter', 'serv', 'line', 'bannan']",anecdotes/miscellaneous
"It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.","['keep', 'spici', 'littl', 'rice', 'hand', 'water', 'couteract', 'eat', 'friend', 'might']",food
This place is always very crowded and popular.,"['crowd', 'place', 'alway', 'popular']",ambience
Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.,"['main', 'dish', 'appet', 'somewher', 'around']",price
really depends on your luck!,"['depend', 'luck', 'realli']",anecdotes/miscellaneous
Just went here for my girlfriends 23rd bday.,"['bday', 'rd', 'girlfriend', 'go']",anecdotes/miscellaneous
My wife and I went to Orsay for Valentine's dinner.,"['go', 'wife', 'valentin', 'orsay', 'dinner']",anecdotes/miscellaneous
"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.","['food', 'go', 'atmospher', 'know', 'eat', 'guy', 'somewher']",anecdotes/miscellaneous
They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,"['far', 'name', 'impli', 'chocol', 'cri', 'call', 'mascarpon', 'good', 'chip']",food
"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.","['manag', 'much', 'tabl', 'greet', 'come', 'smile', 'mayb', 'ask', 'order', 'gentleman', 'without']",service
Very different than regular dimsum places.,"['regular', 'place', 'dimsum', 'differ']",anecdotes/miscellaneous
I have lived in NY for many years and have dined at many restaraunts.,"['ny', 'mani', 'din', 'live', 'year', 'restaraunt']",anecdotes/miscellaneous
"When you enter, you feel like you have entered your mom's kitchen.","['kitchen', 'like', 'feel', 'mom', 'enter']",ambience
"we were tired and cold when we got to the restaurant, then we sat down to begin ordering appetizers.","['cold', 'get', 'begin', 'order', 'sit', 'appet', 'tire', 'restaur']",anecdotes/miscellaneous
I've had pizza both times and the caprese salad appetizer.,"['capres', 'pizza', 'salad', 'appet', 'time']",anecdotes/miscellaneous
She lives nearby but had never gone to this establishment thinking that it might be too touristy.,"['touristi', 'go', 'never', 'think', 'live', 'nearbi', 'establish', 'might']",anecdotes/miscellaneous
He was terribly thirsty after the meal too.,"['thirsti', 'meal', 'terribl']",food
And when I visit her I make it a point to eat at 'Ino at least once daily if not once for the whole trip.,"['make', 'daili', 'whole', 'trip', 'point', 'visit', 'least', 'ino', 'eat']",anecdotes/miscellaneous
"I wasn't there for the Half-Price Saturday Night Special, but Tuesday Night.","['half', 'tuesday', 'special', 'night', 'saturday', 'price']",anecdotes/miscellaneous
"In fact, it appears he is going to go postal at any moment.","['postal', 'go', 'moment', 'fact', 'appear']",service
There was a small group of us looking somewhere to eat kinda late on a weeknight and we ended up at Pastis.,"['kinda', 'us', 'eat', 'group', 'look', 'weeknight', 'pasti', 'end', 'somewher', 'late', 'small']",anecdotes/miscellaneous
for Meetball Night.,"['meetbal', 'night']",anecdotes/miscellaneous
"If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.","['food', 'valu', 'get', 'like', 'chinatown', 'restaur', 'place']",anecdotes/miscellaneous
They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.,"['banquet', 'restraunt', 'hall', 'jersey', 'parsipanni', 'open', 'new', 'two', 'anoth', 'flyer', 'yonker', 'one', 'place', 'saw']",anecdotes/miscellaneous
Want to impress?,"['impress', 'want']",anecdotes/miscellaneous
The selection changes frequently but the basic dishes are always available.,"['select', 'avail', 'chang', 'frequent', 'dish', 'basic', 'alway']",food
We've lived in the area for more than 8 years.,"['live', 'year', 'area']",anecdotes/miscellaneous
Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.,"['nosh', 'pastrami', 'sandwich', 'get', 'golden', 'soup']",food
I have to say that if this what makes it easier to get a saet a lunch- I dont mind.,"['say', 'dont', 'make', 'saet', 'lunch', 'easier', 'get', 'mind']",anecdotes/miscellaneous
My family and I ate here last night for our annual Christmas dinner with the family members who would rather spend the holidays with friends out-of-town.,"['would', 'last', 'christma', 'member', 'rather', 'friend', 'dinner', 'famili', 'annual', 'spend', 'night', 'eat', 'town', 'holiday']",anecdotes/miscellaneous
I grew up on these bagels.,"['bagel', 'grow']",anecdotes/miscellaneous
We were told that they were booked solid and no other table was available.,"['avail', 'book', 'tabl', 'solid', 'tell']",service
The restaraurant is very small so reservations are a must.,"['reserv', 'small', 'restaraur', 'must']",anecdotes/miscellaneous
Visited there while on vacation and reading the reviews.,"['visit', 'read', 'vacat', 'review']",anecdotes/miscellaneous
A one women show!,"['women', 'one', 'show']",anecdotes/miscellaneous
You can't go wrong here.,"['wrong', 'go']",anecdotes/miscellaneous
At first i was rolling my ideas of yet another French place on the UES.,"['roll', 'idea', 'french', 'ue', 'yet', 'place', 'anoth', 'first']",anecdotes/miscellaneous
"To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six.","['hiss', 'tri', 'clear', 'rapido', 'stand', 'set', 'tabl', 'six', 'busboy', 'host', 'right']",service
In China the phrase for a good restaurant is hot and loud.,"['hot', 'china', 'phrase', 'restaur', 'good', 'loud']",anecdotes/miscellaneous
After dealing with subpar pizza all over the Kensington neighborhood - I've found little toninos.,"['tonino', 'littl', 'pizza', 'find', 'subpar', 'kensington', 'deal', 'neighborhood']",anecdotes/miscellaneous
I thought this place was totally overrated.,"['place', 'total', 'think', 'overr']",anecdotes/miscellaneous
then we ordered a dinosaur rolls and white tuna sashimi.,"['tuna', 'roll', 'sashimi', 'order', 'white', 'dinosaur']",food
You won't find that anywhere in Manhattan.,"['anywher', 'find', 'manhattan']",anecdotes/miscellaneous
How do you rate home?,"['home', 'rate']",anecdotes/miscellaneous
I went here in the afternoon with a friend.,"['friend', 'afternoon', 'go']",anecdotes/miscellaneous
Our first greeting when we entered was The last call is at 10:15.,"['greet', 'last', 'call', 'first', 'enter']",service
Interior was so so.,['interior'],ambience
I'm partial to the Gnocchi.,"['partial', 'gnocchi']",food
I guess the way my friends and I described it was The French Colonies.,"['french', 'describ', 'coloni', 'guess', 'friend', 'way']",anecdotes/miscellaneous
they were able to squeeze me in at 6 after i called the night before my anniversary for a friday night reservation and told me they'd treat us well for the occasion.,"['anniversari', 'abl', 'squeez', 'treat', 'us', 'occas', 'night', 'tell', 'reserv', 'call', 'friday', 'well']",anecdotes/miscellaneous
Boy was I wrong!,"['boy', 'wrong']",anecdotes/miscellaneous
I visit New Green Bo when I have money or when I am broke.,"['bo', 'money', 'green', 'new', 'visit', 'break']",price
"Note that they do not serve beer, you must bring your own.","['beer', 'bring', 'must', 'serv', 'note']",service
We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.,"['haru', 'next', 'door', 'overflow', 'sake', 'bar', 'eat', 'restaur', 'outsid']",anecdotes/miscellaneous
When we walked in it seemed like it was there for 200 years.,"['seem', 'like', 'year', 'walk']",anecdotes/miscellaneous
Ahhh...,['ahhh'],anecdotes/miscellaneous
"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.","['shop', 'go', 'opinion', 'bagel', 'worth', 'corner', 'better', 'way']",anecdotes/miscellaneous
it helps if you know what to order.,"['help', 'order', 'know']",anecdotes/miscellaneous
"The service was typical short-order, dinner type.","['short', 'type', 'typic', 'order', 'servic', 'dinner']",service
"We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi.","['edamam', 'bottl', 'share', 'sushi', 'sashimi', 'order', 'sake', 'plate']",food
I can't believe people complain about no cheese sticks?,"['chees', 'believ', 'complain', 'peopl', 'stick']",anecdotes/miscellaneous
But that is highly forgivable.,"['forgiv', 'highli']",anecdotes/miscellaneous
"From the appetizers we ate, the dim sum and other variety of foods, it was impossible to criticize the food.","['food', 'sum', 'critic', 'dim', 'varieti', 'appet', 'eat', 'imposs']",food
"When we arrived at 6:00 PM, the restaurant was practically empty.","['arriv', 'empti', 'pm', 'restaur', 'practic']",anecdotes/miscellaneous
"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.","['surfac', 'sink', 'meat', 'slice', 'tabl', 'variou', 'rice', 'pot', 'water', 'get', 'platter', 'glass', 'boil', 'noodl', 'thin', 'veget']",food
I am going to the mid town location next.,"['go', 'next', 'town', 'locat', 'mid']",anecdotes/miscellaneous
The bread is top notch as well.,"['top', 'notch', 'well', 'bread']",food
I have to say they have one of the fastest delivery times in the city.,"['say', 'fastest', 'deliveri', 'time', 'citi', 'one']",service
Food is always fresh and hot- ready to eat!,"['food', 'hot', 'fresh', 'eat', 'readi', 'alway']",food
Did I mention that the coffee is OUTSTANDING?,"['coffe', 'outstand', 'mention']",food
"Certainly not the best sushi in New York, however, it is always fresh, and the place is very clean, sterile.","['certainli', 'fresh', 'sushi', 'york', 'new', 'howev', 'clean', 'best', 'place', 'steril', 'alway']",food
"I trust the people at Go Sushi, it never disappoints.","['go', 'never', 'sushi', 'peopl', 'trust', 'disappoint']",anecdotes/miscellaneous
"Straight-forward, no surprises, very decent Japanese food.","['food', 'straight', 'decent', 'japanes', 'forward', 'surpris']",food
"BEST spicy tuna roll, great asian salad.","['tuna', 'roll', 'asian', 'spici', 'salad', 'best', 'great']",food
Try the rose roll (not on menu).,"['tri', 'menu', 'roll', 'rise']",food
"I love the drinks, esp lychee martini, and the food is also VERY good.","['food', 'also', 'drink', 'love', 'martini', 'good', 'esp', 'lyche']",food
"In fact, this was not a Nicoise salad and was barely eatable.","['fact', 'bare', 'eatabl', 'salad', 'nicois']",food
"While there's a decent menu, it shouldn't take ten minutes to get your drinks and 45 for a dessert pizza.","['take', 'decent', 'minut', 'pizza', 'get', 'drink', 'ten', 'dessert', 'menu']",food
"Once we sailed, the top-notch food and live entertainment sold us on a unforgettable evening.","['food', 'even', 'us', 'sell', 'top', 'notch', 'live', 'entertain', 'sail', 'unforgett']",food
Our waiter was horrible; so rude and disinterested.,"['waiter', 'disinterest', 'horribl', 'rude']",service
The sangria's - watered down.,"['sangria', 'water']",food
"menu - uneventful, small.","['small', 'unev', 'menu']",food
Anytime and everytime I find myself in the neighborhood I will go to Sushi Rose for fresh sushi and great portions all at a reasonable price.,"['fresh', 'go', 'sushi', 'everytim', 'anytim', 'find', 'portion', 'rise', 'price', 'reason', 'neighborhood', 'great']",food
Great food but the service was dreadful!,"['food', 'dread', 'servic', 'great']",food
The portions of the food that came out were mediocre.,"['food', 'mediocr', 'portion', 'come']",food
the two waitress's looked like they had been sucking on lemons.,"['waitress', 'like', 'two', 'lemon', 'suck', 'look']",service
"From the beginning, we were met by friendly staff memebers, and the convienent parking at Chelsea Piers made it easy for us to get to the boat.","['pier', 'convien', 'chelsea', 'make', 'park', 'easi', 'us', 'get', 'begin', 'meet', 'boat', 'friendli', 'memeb', 'staff']",service
We enjoyed ourselves thoroughly and will be going back for the desserts ....,"['thoroughli', 'go', 'enjoy', 'dessert', 'back']",food
Desserts are almost incredible: my personal favorite is their Tart of the Day.,"['day', 'tart', 'person', 'dessert', 'incred', 'favorit', 'almost']",food
I am surprised at the lower reviews because it is definitely better than other places I have tried with higher ratings.,"['rat', 'definit', 'tri', 'higher', 'lower', 'review', 'better', 'surpris', 'place']",anecdotes/miscellaneous
Maybe the secret was that we went on a Sunday night and everything was great.,"['go', 'sunday', 'everyth', 'mayb', 'night', 'secret', 'great']",anecdotes/miscellaneous
"The food was extremely tasty, creatively presented and the wine excellent.","['food', 'excel', 'wine', 'present', 'extrem', 'tasti', 'creativ']",food
WE ENDED UP IN LITTLE ITALY IN LATE AFTERNOON.,"['littl', 'afternoon', 'end', 'late', 'itali']",anecdotes/miscellaneous
WE WERE PLEASANTLY SURPRISED WITH OUR CHOICE.,"['surpris', 'choic', 'pleasantli']",anecdotes/miscellaneous
THE LASAGNA WAS PROBABLY THE BEST I HAVE TASTED.,"['probabl', 'tast', 'lasagna', 'best']",food
Harumi Sushi has the freshest and most delicious array of sushi in NYC.,"['nyc', 'sushi', 'array', 'freshest', 'harumi', 'delici']",food
"I highly recommend it for not just its superb cuisine, but also for its friendly owners and staff.","['also', 'cuisin', 'superb', 'recommend', 'friendli', 'highli', 'owner', 'staff']",food
"If you're craving some serious indian food and desire a cozy ambiance, this is quite and exquisite choice.","['food', 'cozi', 'seriou', 'exquisit', 'indian', 'quit', 'crave', 'ambianc', 'choic', 'desir']",food
I definitely enjoyed the food as well.,"['food', 'enjoy', 'well', 'definit']",food
have always had a great time here.,"['time', 'alway', 'great']",anecdotes/miscellaneous
"It was pleasantly uncrowded, the service was delightful, the garden adorable, the food (from appetizers to entrees) was delectable.","['food', 'entre', 'delight', 'delect', 'ador', 'appet', 'servic', 'pleasantli', 'garden', 'uncrowd']",ambience
You will be very happy with the experience.,"['happi', 'experi']",anecdotes/miscellaneous
"The food is surprisingly good, and the decor is nice.","['food', 'nice', 'decor', 'good', 'surprisingli']",food
How pretentious and inappropriate for MJ Grill to claim that it provides power lunch and dinners!,"['grill', 'inappropri', 'lunch', 'provid', 'mj', 'power', 'claim', 'dinner', 'pretenti']",food
